institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
quipper-424,Akademi Farmasi Surabaya,Akademi Swasta,https://campus.quipper.com/directory/akademi-farmasi-surabaya,Rp6.000.000 kisaran per-semester,660,21,"{""website"": ""www.akfarsurabaya.ac.id"", ""email"": ""akfar.sby@gmail.com"", ""phone"": ""031-8280996""}","Akademi Farmasi Surabaya atau biasa disingkat Akfar merupakan akademi komunitas yang berada di bawah naungan YKS (Yayasan Kefarmasian Surabaya). Saat ini, Akademi Farmasi Surabaya sudah memiliki banyak mahasiswa. Setiap tahunnya, jumlah mahasiswa yang mendaftar selalu mengalami peningkatan. Sistem pendidikan yang diajarkan tidak hanya berbasis pada ilmu pengetahuan dan teknologi, tetapi juga berbasis pada sisi religius.",{}
quipper-425,Sekolah Tinggi Informatika dan Komputer Indonesia (STIKI) Malang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-informatika-dan-komputer-indonesia-stiki-malang,Rp4.000.000 per semester,1462,43,"{""website"": ""www.stiki.ac.id"", ""email"": ""stiki@stiki.ac.id"", ""phone"": ""0341560823""}","Sekolah Tinggi Informatika dan Komputer Indonesia (STIKI) Malang didirikan pada tahun 1985. Saat ini, STIKI Malang menyediakan dua jenjang pendidikan dengan empat program studi yaitu D3 Manajemen Informatika, S1 Desain Komunikasi Visual, S1 Sistem Informasi, dan S1 Teknik Informatika. Jika Quipperian tertarik dengan bidang ilmu komputer dan informatika, kalian dapat melanjutkan studi di kampus ini!",{}
quipper-426,Universitas Muhammadiyah Tasikmalaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-tasikmalaya,Rp4.000.000 kisaran per-semester,1322,95,"{""website"": ""www.umtas.ac.id"", ""email"": ""info@umtas.ac.id"", ""phone"": ""0265-2350982""}","Quipperian, pada saat awal berdiri, Universitas Muhammadiyah Tasikmalaya merupakan sebuah sekolah lanjutan vokasi kesehatan dengan nama Sekolah Perawatan Kesehatan (1983). Berdiri di bawah naungan organisasi Islam terbesar kedua di Indonesia, Muhammadiyah, dan resmi bernama Universitas Muhammadiyah Tasikmalaya pada tahun 2014.",{}
quipper-427,Akademi Kebidanan Yayasan Rumah Sakit Jakarta,Akademi Swasta,https://campus.quipper.com/directory/akademi-kebidanan-yayasan-rumah-sakit-jakarta,Rp6.000.000 kisaran per semester,59,8,"{""website"": ""www.akbidyrsj.ac.id"", ""email"": ""akbidyrsj@yahoo.com"", ""phone"": ""021-5740446""}","Pada tahun 1964, Sekolah Pembantu Perawat yang merupakan cikal bakal pendidikan kesehatan di Yayasan Rumah Sakit Jakarta berubah menjadi Sekolah Bidan Tjut Nyak Dien dan aktif hingga 1977. Namun, sekolah kebidanan sempat vakum dan dihidupkan kembali dengan nama Akademi Kebidanan Yayasan Rumah Sakit Jakarta atau disebut juga Akbid Tjut Nyak Dien pada 17 September 2007. Jika Quipperian tertarik meniti karier sebagai bidan, bisa mendaftar ke Akbid Yayasan Rumah Sakit Jakarta.",{}
quipper-428,Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Sumatera Barat,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-keguruan-dan-ilmu-pendidikan-pgri-sumatera-barat,Rp2.500.000-Rp2.700.000 kisaran per-semester,9850,269,"{""website"": ""http://www.stkip-pgri-sumbar.ac.id"", ""email"": ""stkip_pgripadang@yahoo.co.id; admin@stkip-pgri-sumbar.ac.id; stkip_pgripadang@yahoo.com"", ""phone"": ""0751-7053731; 0751-7053826""}","Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) PGRI Sumbar berdiri pada tahun 1984 di bawah naungan Yayasan Pembina Lembaga Pendidikan (YPLP) PGRI Sumbar. Di wilayah Sumbar, STKIP PGRI menempati peringkat ketiga lho Quipperian, setelah UNAND dan UNP di peringkat 1 dan 2. Adapun di tingkat nasional, STKIP PGRI Sumbar berada di tingkat ke 93 dari 1447 perguruan tinggi. Hebat ya!",{}
quipper-429,Akademi Televisi Indonesia (ATVI),Akademi Swasta,https://campus.quipper.com/directory/akademi-televisi-indonesia-atvi,Rp14.450.000 kisaran per-semester,600,30,"{""website"": ""www.atvi.ac.id"", ""email"": ""pmb@atvi.ac.id"", ""phone"": ""021-5697 6833""}","Berkarier di bidang media elektronik dan digital memiliki prospek yang sangat menjanjikan lho! Ingin menjadi seorang professional di bidang pembuatan konten media digital, produksi siaran TV, video journalism, disinilah tempat yang tepat untuk mengawali karir kamu! Tentu semakin banyak media massa maupun media digital yang membutuhkan tenaga profesional. Nah, bagi kamu yang tertarik, Akademi Televisi Indonesia (ATVI) memberi alternatif yang tepat untuk kamu pilih sebagai tempat studi.",{}
quipper-430,Universitas Muhammadiyah Buton,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-buton,Rp1.100.000 kisaran per-semester,5548,112,"{""website"": ""www.umbuton.ac.id"", ""email"": ""unismuhbuton@yahoo.com"", ""phone"": ""0402-2827038""}","Quipperian, Universitas Muhammadiyah Buton merupakan salah satu perguruan tinggi di bawah jaringan organisasi Islam Muhammadiyah. Tidak hanya di Buton, kampus Muhammadiyah sudah banyak tersebar di seluruh Indonesia. Kampus ini baru berdiri di tahun 2001 dan menambah jumlah perguruan tinggi di Buton, Sulawesi Tenggara. Harapannya, dengan keberadaan perguruan tinggi ini dapat turut serta meningkatkan kualitas sumber daya manusia yang ada di Buton.",{}
quipper-431,Politeknik Kesehatan Kemenkes Aceh,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kesehatan-kemenkes-aceh,Rp2.000.000 kisaran per-semester,2551,197,"{""website"": ""www.poltekkesaceh.ac.id"", ""email"": ""poltekkes_aceh@yahoo.com"", ""phone"": ""0651-46128""}","Politeknik Kesehatan Kemenkes Aceh mengusung visi yaitu Menjadi Institusi Pendidikan Terkemuka di Indonesia Dalam Menghasilkan Tenaga Kesehatan Yang Unggul, Kompetitif dan Islami Tahun 2020. Nah, untuk mewujudkan visi tersebut kampus yang berada di bawah naungan Kementerian Kesehatan ini memiliki strategi berupa pengembangan yang disusun menjadi enam pilar utama, antara lain adalah: peningkatan pencapaian Indikator Kinerja Utama Poltekkes Kemenkes Aceh di bidang pendidikan dan pengajaran, penelitian serta pengabdian kepada masyarakat, peningkatan dan pemberdayaan sumber daya manusia, peningkatan pengadaan sarana dan prasarana, peningkatan kualitas melalui pengembangan Norma, Standar, Pedoman, Kriteria (NSPK) sistem kualitas dan peningkatan kualitas, membangun Keunggulan Poltekkes dalam era kompetisi, dan membangun kapasitas institusi dan managemen Perguruan Tinggi yang sehat. Berikut profil lengkapnya!",{}
quipper-432,Sekolah Tinggi Penyuluhan Pertanian Magelang,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-penyuluhan-pertanian-magelang,Ditanggung oleh DIPA STPP,593,40,"{""website"": ""www.stppmagelang.ac.id"", ""email"": ""info@stppmagelang.ac.id"", ""phone"": ""0293-364188""}","Quipperian, tahukah kamu bahwa ada Sekolah Tinggi Kedinasan di Kabupaten Magelang bernama Sekolah Tinggi Penyuluhan Pertanian (STPP) Magelang? STPP ini berada di bawah Kementerian Pertanian. Jenjang pendidikan STPP Magelang adalah Diploma IV (DIV) yang setara dengan S1, lho. STPP Magelang adalah Sekolah Kedinasan yang berprestasi, dibuktikan dengan penghargaan yang didapat sebanyak tiga kali di bidang pengabdian masyarakat dari Presiden RI.",{}
quipper-433,Pradita Institute,Institut Swasta,https://campus.quipper.com/directory/pradita-institute,Rp10.000.000 kisaran per-semester,,,"{""website"": ""www.pradita.ac.id"", ""email"": ""info@pradita.ac.id"", ""phone"": ""021-29673618""}","Pradita Institute didirikan oleh jaringan korporasi berbagai industri yang diprakarsai oleh Summarecon dan mitra bisnis korporasinya, Quipperian. Dengan latar belakang berbagai korporasi bisnis yang solid, Pradita Institute merancang konsep pendidikan yang menggabungkan filosofi akademik yang teoritis dan sistematis dengan pendekatan dunia korporasi yang praktis dan pragmatis. Konsep pendidikan yang unik ini didukung oleh komposisi tenaga pengajar yang mumpuni dengan mengombinasikan para akademisi professional dan praktisi aktif, sehingga para mahasiswanya akan dibimbing langsung oleh para pelaku di industri yang relevan. Yuk kita simak info kampusnya, Quipperian!",{}
quipper-434,Universitas Pasundan,Universitas Swasta,https://campus.quipper.com/directory/universitas-pasundan,Rp8.700.000 kisaran per-tahun,16681,520,"{""website"": ""www.unpas.ac.id"", ""email"": ""pmb@unpas.ac.id"", ""phone"": ""022-4205945, 022-426222""}","Pengkuh Agamana, Luhung Elmuna, Jembar Budayana. Begitulah slogan Universitas Pasundan (Unpas) yang bertujuan melahirkan generasi berkualitas dalam aspek agama, ilmu dan budaya. Kampus yang berdiri sejak 14 November 1960 meraih akreditasi ""A"" (sangat baik) dari BAN-PT dan menempati rangking ke-8 sebagai perguruan tinggi swasta terbaik se indonesia versi 4lcu",{}
quipper-435,Akademi Keperawatan Pemkab Garut,Akademi Negeri,https://campus.quipper.com/directory/akademi-keperawatan-pemkab-garut,Rp4.000.000 kisaran per semester,,,"{""website"": ""www.akperpemkabgarut.ac.id"", ""email"": ""info@akperpemkabgarut.ac.id"", ""phone"": ""0262-232212""}","Quipperian, tahukah kamu bahwa Akademi Keperawatan Pemkab Garut kini telah berada di naungan Universitas Padjadjaran? Mulai tahun 2017, sekolah tinggi yang sudah berdiri sejak tahun 1982 ini, kini berada di bawah Universitas Padjadjaran dalam hal pengelolaan akademiknya. Tak heran, nantinya akan ada banyak mahasiswa datang dari berbagai daerah untuk menempuh studi di Akademi Keperawatan Pemkab Garut.",{}
quipper-436,Universitas AMIKOM Yogyakarta,Universitas Swasta,https://campus.quipper.com/directory/universitas-amikom-yogyakarta,Rp3.360.000 kisaran per-semester,889,304,"{""website"": ""www.amikom.ac.id"", ""email"": ""amikom@amikom.ac.id"", ""phone"": ""0274-884201""}","Quipperian tertarik mempelajari sistem informatika dan komputer di kota pelajar, Yogyakarta? Tak salah bila kamu memilih Universitas AMIKOM Yogyakarta yang menyandang moto “Tempat Kuliah Orang Berdasi” ini. Universitas yang dulunya bernama STMIK AMIKOM Yogyakarta ini menyediakan beberapa jenjang pendidikan dari diploma hingga magister yang bertumpu pada bidang komputer dan kewirausahaan. Kampus yang berdiri pada 29 Desember 1992 ini pernah menyandang gelar Top 100 Universities di Asia Tenggara versi Webometrics pada 2014.",{}
quipper-437,Sekolah Tinggi Teknologi Kedirgantaraan Yogyakarta,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-kedirgantaraan-yogyakarta,Rp7.000.000 kisaran per-semester,1375,59,"{""website"": ""www.sttkd.ac.id"", ""email"": ""sttkdyogyakarta@yahoo.com"", ""phone"": ""0274-418248 atau 4396163""}","Ingin ahli di bidang penerbangan? Quipperian tak ada salahnya memilih Sekolah Tinggi Teknologi Kedirgantaraan (STTKD) Yogyakarta. STTKD didirikan oleh Marsda TNI (Purn) Udin Kurniadi, mantan Gubernur Akademi Angkatan Udara, pada April 1995 dan di bawah naungan Yayasan Citra Dirgantara. Sekolah yang berdiri di lahan seluas 10.220 meter persegi ini telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi.",{}
quipper-438,Sekolah Tinggi Bahasa Asing LIA Yogyakarta,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-bahasa-asing-lia-yogyakarta,Rp1.600.000 kisaran per semester,348,15,"{""website"": ""www.stbalia-yk.ac.id"", ""email"": ""info@stbalia-yk.ac.id"", ""phone"": ""0274-884800, 889009""}","Sekolah Tinggi Bahasa Asing LIA Yogyakarta berdiri pada 28 September 2000 di bawah naungan Yayasan Lembaga Indonesia Amerika. Yayasan ini berawal dari pendirian Lembaga Indonesia Amerika pada 7 September 1959, yang sempat berubah menjadi Perhimpunan Persahabatan Indonesia Amerika. Lalu, Yayasan LIA resmi berpisah dengan PPIA pada 1986 dan fokus menyelenggarakan pendidikan. STBA LIA Yogyakarta membuka dua program studi yaitu program Diploma Bahasa Inggris dan program sarjana Sastra Inggris.",{}
quipper-439,Politeknik Negeri Banjarmasin,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-banjarmasin,Rp2.000.000 kisaran per-semester,2656,191,"{""website"": ""www.poliban.ac.id"", ""email"": ""poliban@poliban.ac.id"", ""phone"": ""0511-3305052""}","Politeknik Negeri Banjarmasin memiliki visi yaitu “Menjadi Lembaga Pendidikan
Tinggi Vokasi Yang Berkualitas dan Unggul Dalam Sains terapan”. Keunggulan
tersebut dibuktikan dengan segudang prestasi di bidang sains yang diraih kampus
ini. Prestasi tersebut antara lain adalah menjadi juara 3 Nasional Kontes Robot
Indonesia Kategori KRAI Regional V 2015, Juara 1 Regional Face In Tie
(Perangkaian Peladakan), Kalimantan Student Mining Competition 4 2017, Juara 1
Nasional LKTAB (Lomba Keterampilan Teknik Alat Berat) 2015, 2016, 2017, dan
masih banyak lagi prestasi yang diraih baik di bidang sains maupun olahraga. Ingin
tahu info lebih lengkap dari kampus ini? Yuk kita simak profilnya berikut ini!",{}
quipper-440,Akademi Keuangan dan Perbankan Borobudur,Akademi Swasta,https://campus.quipper.com/directory/akademi-keuangan-dan-perbankan-borobudur,Rp3.500.000 kisaran per-semester,40,5,"{""website"": ""www.borobudur.ac.id"", ""email"": ""akp@universitasborobudur.ac.id"", ""phone"": ""021-8613877""}",Akademi Keuangan dan Perbankan Borobudur (AKB) merupakan salah satu unit pendidikan tinggi unggulan di bawah Yayasan Pendidikan Borobudur (YPB). Akademi yang berdiri tahun 1972 ini merupakan satu dari tiga akademi pertama yang dimiliki yayasan tersebut. Akademi Keuangan dan Perbankan Borobudur bertujuan untuk mencetak generasi profesional dan terampil di bidang pengelolaan keuangan dan perbankan.,{}
quipper-441,Politeknik ATI Makassar,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-ati-makassar,Rp1.000.000 kisaran per semester,577,45,"{""website"": ""www.atim.ac.id"", ""email"": ""info@atim.ac.id"", ""phone"": ""0411-449609""}","Politeknik ATI Makassar adalah satu-satunya perguruan tinggi di lingkungan Kementerian Perindustrian. Politeknik ATI Makassar menyelenggarakan program pendidikan vokasi di bidang teknologi industri dan manufaktur. Tujuan program pendidikannya untuk memenuhi kebutuhan tenaga kerja perindustrian di kawasan timur Indonesia, Quipperian.",{}
quipper-442,STKIP Sebelas April,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stkip-sebelas-april,Rp1.600.000 kisaran per-semester,3070,105,"{""website"": ""www.pmb.stkip11april.ac.id\n www.stkip11april.ac.id"", ""email"": ""stkip11_april@yahoo.co.id"", ""phone"": ""0261-202911""}","Apakah Quipperian ingin berkarir di bidang pendidikan? Jika iya, Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) Sebelas April dapat menjadi kampus impianmu. Di sini, kamu dapat mendalami ilmu pendidikan dari berbagai konsentrasi dengan biaya kuliah terjangkau. Ada enam program studi yang bisa dipilih sesuai minat dan tujuan Quipperian. Kamu pun akan disiapkan menjadi lulusan unggul yang siap terjun ke dunia pendidikan. Yuk, simak profil lengkapnya!",{}
quipper-443,Universitas Islam Bandung,Universitas Swasta,https://campus.quipper.com/directory/universitas-islam-bandung,Rp5.000.000 kisaran per-semester,12274,408,"{""website"": ""www.unisba.ac.id"", ""email"": ""humas@unisba.ac.id atau humas.unisba@gmail.com"", ""phone"": ""022-4203368""}","Quipperian, jika kita sebut universitas swasta terbaik di Bandung, nama Universitas Islam Bandung (Unisba) muncul menjadi salah satu yang teratas. Unisba juga menjadi salah satu universitas yang perkembangannya paling pesat. Salah satunya dari jumlah peminat. Tahun akademik 2008/2009 jumlah peminatnya hanya 2.000 orang, sedangkan pada tahun akademik 2016/2017 peminatnya meningkat menjadi 12.000 orang. Pada tahun 2015, survey majalah Tempo menempatkan Unisba masuk ke dalam 10 universitas swasta terbaik di Indonesia.",{}
quipper-444,Universitas Medan Area,Universitas Swasta,https://campus.quipper.com/directory/universitas-medan-area,Rp6.000.000 kisaran per-semester,5581,205,"{""website"": ""www.uma.ac.id"", ""email"": ""univ_medanarea@uma.ac.id"", ""phone"": ""061-7360168 atau 061-7366878 atau 061-7364348""}","Halo, Quipperian! Tahukah kamu bahwa Universitas Medan Area (UMA) sudah lama dikenal oleh masyarakat luas sebagai universitas yang kuat dalam mengabdi kepada bangsa dan negara? Sejak tahun 1983 UMA telah menghasilkan alumni-alumni yang tersebar di seluruh Indonesia. Jadi, apakah Quipperian tertarik menjadi salah satu mahasiswa dari kampus ini?",{}
quipper-445,Universitas Darul Ulum,Universitas Swasta,https://campus.quipper.com/directory/universitas-darul-ulum,Rp7.000.000 kisaran per semester,1917,139,"{""website"": ""www.undar.ac.id"", ""email"": ""office@undar.ac.id"", ""phone"": ""0321-853436""}","Universitas Darul Ulum mempunyai misi keilahian yaitu penyelarasan antara ilmu pengetahuan modern dengan ajaran agama Islam. Visi dari Universitas Darul Ulum yaitu menjadi universitas unggulan dalam pengembangan IPTEK, IMTAQ, dan sumber daya manusia berdasarkan nilai-nilai keislama. Universitas ini juga memiliki moto yang unik Quipperian yaitu mencetak mahasiswa berotak London, berhati Masjidil Haram.",{}
quipper-446,Universitas Padjadjaran (Unpad),Universitas Negeri,https://campus.quipper.com/directory/universitas-padjajaran,Rp8.000.000 kisaran per-semester,35285,3699,"{""website"": ""www.unpad.ac.id"", ""email"": ""humas@unpad.ac.id"", ""phone"": ""022-84288866""}","Quipperian, tahukah kamu bahwa Universitas Padjadjaran berhasil menjadi universitas terfavorit di Indonesia selama bertahun-tahun? Sebagai salah satu universitas terbaik di Indonesia, Universitas Padjadjaran berhasil menarik minat siswa di Indonesia untuk bisa menempuh pendidikan di kampus Bumi Parahyangan ini. Universitas Padjadjaran mendapatkan peringkat 751-800 pada pemeringkatan QS World University Ranking 2023, dan menjadi peringkat ke-7 di tingkat nasional. Tentu akan menjadi kebanggaan tersendiri bagi Quipperian yang berhasil bersaing dengan puluhan ribu siswa dan mendapatkan kursi untuk belajar di kampus yang memiliki jumlah mahasiswa asing terbanyak kedua di Indonesia ini.",{}
quipper-447,Universitas Islam Jember,Universitas Swasta,https://campus.quipper.com/directory/universitas-islam-jember,Rp2.000.000 kisaran per-semester,2929,108,"{""website"": ""www.uij.ac.id"", ""email"": ""universislam.jember@gmail.com"", ""phone"": ""0331-488675""}","Didirikan pada tahun 1984 di Jember, Universitas Islam Jember merupakan lembaga pendidikan tinggi milik Yayasan Pendidikan Nahdlatul Ulama (YPNU). Universitas yang berada di Kota Tembakau ini, memiliki lima fakultas aktif. Kabar baiknya, akan ada satu fakultas baru yakni Fakultas Ekonomi dan Bisnis Islam. Quipperian tertarik untuk melanjutkan kuliah di Universitas Islam Jember? Yuk, simak profil lengkapnya!",{}
