pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
1585,STMIK JAYAKARTA,"Jalan Salemba Raya No 24  Jl. Salemba I No. 10-12A, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""www.jayakarta.ac.id"", ""email"": ""humas@stmik.jayakarta.ac.id"", ""phone"": ""021-3906060 / 021-3907070""}",3700000,2500000,4900000,7400000,5000000,9800000,SWASTA,-,-1,-1,-
1586,SEKOLAH TINGGI ILMU EKONOMI 45 MATARAM,"Jl Bung Karno Pesonggoran Pagutan, KOTA MATARAM",NUSA TENGGARA BARAT,"{""website"": ""https://stie.45mataram.ac.id"", ""email"": ""info@45mataram.ac.id"", ""phone"": ""081803705275 / 081803705275""}",2700000,2700000,2700000,5400000,5400000,5400000,SWASTA,-,-1,-1,-
1587,SEKOLAH TINGGI ILMU KESEHATAN GUNUNG MARIA TOMOHON,KOTA TOMOHON,SULAWESI UTARA,"{""website"": ""stikesgunungmaria.ac.id"", ""email"": ""stikes.gunungmariatomohon@gmail.com"", ""phone"": ""0431-353060""}",3100000,3000000,3200000,6200000,6000000,6400000,SWASTA,-,-1,-1,-
1588,UNIVERSITAS BHAKTI HUSADA INDONESIA,KABUPATEN KUNINGAN,JAWA BARAT,"{""website"": ""univ-bhi.ac.id"", ""email"": ""info@univ-bhi.ac.id"", ""phone"": ""0232875847 / 0232875123""}",11175000,3350000,19000000,22350000,6700000,38000000,SWASTA,-,-1,-1,-
1589,AKADEMI KEPERAWATAN IBNU SINA KOTA SABANG,"Sabang, KOTA SABANG",ACEH,"{""website"": ""https://akperibnusinasabang.ac.id"", ""email"": ""akperibnusinasabang@gmail.com"", ""phone"": ""0652 3324111 / 0652 3324111""}",3500000,2600000,4400000,7000000,5200000,8800000,SWASTA,-,-1,-1,-
1590,SEKOLAH TINGGI ILMU KESEHATAN SALEWANGANG MAROS,"Jalan Poros Makassar-Maros Telp.0411 3882110, KABUPATEN MAROS",SULAWESI SELATAN,"{""website"": ""http://stikessalewangang.ac.id"", ""email"": ""admin@stikessalewangang.ac.id"", ""phone"": ""0411-8938017 / 0411-8938017""}",3750000,3500000,4000000,7500000,7000000,8000000,SWASTA,-,-1,-1,-
1591,STIA DAN MANAJEMEN KEPELABUHAN BARUNAWATI,"Jl Perak Barat No 173, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.stiamak.ac.id"", ""email"": ""info@stiamak.ac.id"", ""phone"": ""031-3291096 / 031-3291096""}",5100000,5100000,5100000,10200000,10200000,10200000,SWASTA,-,-1,-1,-
1592,UNIVERSITAS MAYJEN SUNGKONO,"Jalan Irian Jaya No 4, KOTA MOJOKERTO",JAWA TIMUR,"{""website"": ""unimas.ac.id"", ""email"": ""univ.mayjensungkono@gmail.com"", ""phone"": ""0321-323143 / 0321-323143""}",3300000,3300000,3300000,6600000,6600000,6600000,SWASTA,-,-1,-1,-
1593,UNIVERSITAS MUHAMMADIYAH BULUKUMBA,"Jalan Ir. Soekarno No. 9, KABUPATEN BULUKUMBA",SULAWESI SELATAN,"{""website"": ""umbulukumba.ac.id"", ""email"": ""info@umbulukumba.ac.id"", ""phone"": ""81481 / 81481""}",20402500,2400000,38405000,40805000,4800000,76810000,SWASTA,-,-1,-1,-
1594,UNIVERSITAS ISLAM KEBANGSAAN INDONESIA,"Jl. Banda Aceh  Blang Bladeh, KABUPATEN BIREUEN",ACEH,"{""website"": ""http://uniki.ac.id/"", ""email"": ""pusikom.uniki@gmail.com"", ""phone"": ""0644-22207 / 0644-22208""}",3200000,2400000,4000000,6400000,4800000,8000000,SWASTA,-,-1,-1,-
1595,UNIVERSITAS KATOLIK DARMA CENDIKA,"Jl. DR. Ir. H. Soekarno No. 201 Surabaya 60117, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.ukdc.ac.id"", ""email"": ""info@ukdc.ac.id"", ""phone"": ""031-5946482 / 031-5939625""}",7387500,600000,14175000,14775000,1200000,28350000,SWASTA,-,-1,-1,-
1596,UNIVERSITAS RESPATI INDONESIA,"Jl Bambu Apus I No 3  Cipayung  Jakarta Timur, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.urindo.ac.id"", ""email"": ""info@urindo.ac.id"", ""phone"": ""8454731 / 847628""}",361137500,2275000,720000000,722275000,4550000,1440000000,SWASTA,-,-1,-1,-
1597,INSTITUT TEKNOLOGI DAN BISNIS TRENGGALEK,KABUPATEN TRENGGALEK,JAWA TIMUR,"{""website"": ""www.itbtrenggalek.ac.id"", ""email"": ""itb.trenggalek@gmail.com"", ""phone"": ""085648330109""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1598,POLITEKNIK HANG TUAH JAKARTA,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,"{""website"": ""www.politeknikhangtuahjakarta.ac.id"", ""email"": ""poltekhtj@politeknikhangtuahjakarta.ac.id"", ""phone"": ""021-5743272""}",16950000,10600000,23300000,33900000,21200000,46600000,SWASTA,-,-1,-1,-
1599,SEKOLAH TINGGI ILMU EKONOMI JAMBI,"Jalan Hos Cokroaminoto No 29 Simpang Kawat, KOTA JAMBI",JAMBI,"{""website"": ""stiejambi.ac.id"", ""email"": ""stiejambii@gmail.com"", ""phone"": ""074162034 / 0741-62034""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1600,UNIVERSITAS PERTIBA,KOTA PANGKALPINANG,BANGKA BELITUNG,"{""website"": ""www.pertiba.ac.id"", ""email"": ""info@pertiba.ac.id"", ""phone"": ""0717423374 / 0717423374""}",9000000,1500000,16500000,18000000,3000000,33000000,SWASTA,-,-1,-1,-
1601,SEKOLAH TINGGI ILMU KESEHATAN WIRA HUSADA YOGYAKARTA,"Jalan Glendongan Babarsari, KABUPATEN SLEMAN",D.I. YOGYAKARTA,"{""website"": ""www.stikeswirahusada.ac.id"", ""email"": ""info@stikeswirahusada.ac.id"", ""phone"": ""0274485110 / 485110""}",6837500,2225000,11450000,13675000,4450000,22900000,SWASTA,-,-1,-1,-
1602,INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH KOLAKA,KABUPATEN KOLAKA,SULAWESI TENGGARA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1603,STIKES WIDYA HUSADA MEDAN,"Jl. Williem Iskandar No. 116 Medan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.whmedan.ac.id"", ""email"": ""STIKes_whmedan@yahoo.com"", ""phone"": ""061 6621202 / 061 6621201""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
1604,STISIP GUNA NUSANTARA,KABUPATEN CIANJUR,JAWA BARAT,"{""website"": ""www.stisipgunanusantara.ac.id"", ""email"": ""gnstisip@gmail.com"", ""phone"": ""2312029""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
1605,UNIVERSITAS TANGERANG RAYA,KABUPATEN TANGERANG,BANTEN,"{""website"": ""https://untara.ac.id/"", ""email"": ""info@untara.ac.id"", ""phone"": ""62852 1772 7686""}",3750000,2400000,5100000,7500000,4800000,10200000,SWASTA,-,-1,-1,-
1606,AMIK DEPATI PARBO KERINCI,"Jalan Pancasila No 29 Sawahan - Sungai Penuh, KABUPATEN KERINCI",JAMBI,"{""website"": ""http://amikdp.ac.id"", ""email"": ""amikdp@amikdp.ac.id"", ""phone"": ""22144""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
1607,INSTITUT TEKNOLOGI KESEHATAN DAN SAINS WIYATA HUSADA SAMARINDA,"Jl. Kadrie Oening Gang Monalisa No.77  Air Hitam, KOTA SAMARINDA",KALIMANTAN TIMUR,"{""website"": ""https://itkeswhs.ac.id/"", ""email"": ""info@itkeswhs.ac.id"", ""phone"": ""0541 7272431 / 0541 7272431""}",3500000,3500000,3500000,7000000,7000000,7000000,SWASTA,-,-1,-1,-
1608,POLITEKNIK SOCA,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,"{""website"": ""www.soca.ac.id"", ""email"": ""info@soca.ac.id"", ""phone"": ""4603747 / 4603744""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1609,SEKOLAH TINGGI ILMU EKONOMI WIJAYA MULYA,"Jalan Kutai Raya Sumber Jetis Surakarta, KOTA SURAKARTA",JAWA TENGAH,"{""website"": ""www.stiewijayamulya.ac.id"", ""email"": ""stie.wijayamulya.solo@gmail.com"", ""phone"": ""0271-716277 / 0271-716277""}",3135000,2320000,3950000,6270000,4640000,7900000,SWASTA,-,-1,-1,-
1610,SEKOLAH TINGGI ILMU EKONOMI YPUP MAKASSAR,"Jalan Andi Tonro No 17, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""https://stie.ypup.ac.id"", ""email"": ""stieypup2018@gmail.com"", ""phone"": ""0411-854-974 / 0411-830-5020""}",3150000,2300000,4000000,6300000,4600000,8000000,SWASTA,-,-1,-1,-
1611,SEKOLAH TINGGI ILMU HUKUM SUNAN GIRI,"Jl Joyo Raharjo 240-A Merjosari, KOTA MALANG",JAWA TIMUR,"{""website"": ""-"", ""email"": ""stihsunangirimlg@gmail.com"", ""phone"": ""0341-551641 / 0341-578924""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
1612,INSTITUT TEKNOLOGI KESEHATAN DAN SAINS MUHAMMADIYAH SIDRAP,KABUPATEN SIDENRENG RAPPANG,SULAWESI SELATAN,"{""website"": ""itkesmusidrap.ac.id"", ""email"": ""rektorat@itkesmusidrap.ac.id"", ""phone"": ""042191366 / 042191366""}",6035000,70000,12000000,12070000,140000,24000000,SWASTA,-,-1,-1,-
1613,UNIVERSITAS DR. SOEBANDI,KABUPATEN JEMBER,JAWA TIMUR,"{""website"": ""uds.ac.id"", ""email"": ""info@uds.ac.id"", ""phone"": ""+62331483536 / +62331483635""}",9350000,200000,18500000,18700000,400000,37000000,SWASTA,-,-1,-1,-
1614,SEKOLAH TINGGI ILMU KESEHATAN MEDISTRA INDONESIA,"Jl Cut Mutia No 88-A, KOTA BEKASI",JAWA BARAT,"{""website"": ""stikesmedistra-indonesia.ac.id"", ""email"": ""stikes_mi@stikesmedistra-indonesia.ac.id"", ""phone"": ""021-82431375-76-77 / 021-82431374""}",14250000,7000000,21500000,28500000,14000000,43000000,SWASTA,-,-1,-1,-
1615,INSTITUT TEKNOLOGI GAMALAMA,KOTA TERNATE,MALUKU UTARA,"{""website"": ""https://www.integ.ac.id"", ""email"": ""office@integ.ac.id  integ.ac.id@gmail.com"", ""phone"": ""09216110024""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1616,UNIVERSITAS KALBIS,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,"{""website"": ""www.kalbis.ac.id"", ""email"": ""info@kalbis.ac.id"", ""phone"": ""021-47883900""}",39430000,1860000,77000000,78860000,3720000,154000000,SWASTA,-,-1,-1,-
1617,UNIVERSITAS ISLAM MALANG,"Jalan Mayjen Haryono No 193, KOTA MALANG",JAWA TIMUR,"{""website"": ""https://unisma.ac.id/"", ""email"": ""humas@unisma.ac.id"", ""phone"": ""551932 / 552249""}",16775000,50000,33500000,33550000,100000,67000000,SWASTA,-,-1,-1,-
1618,SEKOLAH TINGGI FILSAFAT THEOLOGIA INDONESIA TIMUR,"Jalan Baji Dakka No 7 Makassar, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""www.sttintimlib.ac.id"", ""email"": ""sttintimmakassar@yahoo.com"", ""phone"": ""0411-854-735 / 0411-856-989""}",2525000,400000,4650000,5050000,800000,9300000,SWASTA,-,-1,-1,-
1619,UNIVERSITAS TRISAKTI,"Jalan Kyai Tapa No 1 Grogol, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""www.trisakti.ac.id"", ""email"": ""universitas@trisakti.ac.id"", ""phone"": ""021-5663232 / 021-5673001""}",84225000,2750000,165700000,168450000,5500000,331400000,SWASTA,-,-1,-1,-
1620,UNIVERSITAS TUNAS PEMBANGUNAN SURAKARTA,"Jalan Balekambang Lor No 1 Manahan Banjarsari, KOTA SURAKARTA",JAWA TENGAH,"{""website"": ""http://www.utp.ac.id/"", ""email"": ""humas@utp.ac.id"", ""phone"": ""0271-726278 / 0271-739048""}",4241500,423500,8059500,8483000,847000,16119000,SWASTA,-,-1,-1,-
1621,POLITEKNIK PRATAMA MULIA,"Jalan Haryo Panular No 18 A, KOTA SURAKARTA",JAWA TENGAH,"{""website"": ""www.politama.ac.id"", ""email"": ""poltek@politama.ac.id"", ""phone"": ""0271712637 / 0271727710""}",5100000,250000,9950000,10200000,500000,19900000,SWASTA,-,-1,-1,-
1622,UNIVERSITAS HKBP NOMMENSEN PEMATANGSIANTAR,"Jl. Sangnaualuh no 4. Pematangsiantar Kel. Siopat Suhu, KOTA PEMATANG SIANTAR",SUMATERA UTARA,"{""website"": ""www.uhnp.ac.id"", ""email"": ""info@uhnp.ac.id"", ""phone"": ""06227251800 / 08116261954""}",3900000,1500000,6300000,7800000,3000000,12600000,SWASTA,-,-1,-1,-
1623,AKADEMI KEBIDANAN YASPEN TUGU IBU,KABUPATEN BLITAR,JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1624,SEKOLAH TINGGI ILMU EKONOMI CENDEKIA KARYA UTAMA,"Jalan Tembalang Raya 15, KOTA SEMARANG",JAWA TENGAH,"{""website"": ""www.stiecendekiaku.ac.id"", ""email"": ""admin@cendekiaku.com"", ""phone"": ""024-76440587 / 0""}",2950000,2400000,3500000,5900000,4800000,7000000,SWASTA,-,-1,-1,-
1625,SEKOLAH TINGGI ILMU EKONOMI PANCASETIA,"Jalan Ahmad Yani Km 5 5 Komplek Waringin, KOTA BANJARMASIN",KALIMANTAN SELATAN,"{""website"": ""www.stiepancasetia.ac.id"", ""email"": ""stie@stiepancasetia.ac.id"", ""phone"": ""3256560 / 3256557""}",5728571,2657143,8800000,11457143,5314286,17600000,SWASTA,-,-1,-1,-
1626,SEKOLAH TINGGI ILMU HUKUM ADHYAKSA,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,"{""website"": ""https://stih-adhyaksa.ac.id/"", ""email"": ""info@stih-adhyaksa.ac.id"", ""phone"": ""021 220 99999""}",6000000,2000000,10000000,12000000,4000000,20000000,SWASTA,-,-1,-1,-
1627,INSTITUT SAINS DAN KEPENDIDIKAN KIE RAHA MALUKU UTARA,KOTA TERNATE,MALUKU UTARA,"{""website"": ""isdikkieraha.ac.id"", ""email"": ""isdikkierahamalut@gmail.com"", ""phone"": """"}",2075000,900000,3250000,4150000,1800000,6500000,SWASTA,-,-1,-1,-
1628,UNIVERSITAS AUFA ROYHAN,"Jl. Batunadua Ujung Gurap Baruas  Kota Padangsidimpuan, KOTA PADANG SIDEMPUAN",SUMATERA UTARA,"{""website"": ""http://unar.ac.id"", ""email"": ""univ.aufaroyhan@gmail.com"", ""phone"": ""7009557 / 22684""}",2250000,1500000,3000000,4500000,3000000,6000000,SWASTA,-,-1,-1,-
1629,UNIVERSITAS TANRI ABENG,"Jl. Swadarma Raya No. 58  Ulujami-Pesanggarahan Jakarta Selatan Indonesia, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""www.tau.ac.id"", ""email"": ""academic@tau.ac.id"", ""phone"": ""+62 21 5890 8888 / +621 21 5890 8118""}",6000000,6000000,6000000,12000000,12000000,12000000,SWASTA,-,-1,-1,-
1630,STIKES HAMZAR MEMBEN LOMBOK TIMUR,"Jl Raya Memben Daya, KABUPATEN LOMBOK TIMUR",NUSA TENGGARA BARAT,"{""website"": ""stikeshamzar.ac.id"", ""email"": ""stikeshamzar@yahoo.com"", ""phone"": ""0376-2924270 / 0376-2924270""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1631,SEKOLAH TINGGI ILMU KESEHATAN AS SYIFA,"Jl. Durian Lk. IV Kel. Kisaran Naga, KABUPATEN ASAHAN",SUMATERA UTARA,"{""website"": ""stikes-assyifa.ac.id"", ""email"": ""stikes.assyifakisaran@gmail.com"", ""phone"": ""4562044""}",5300000,3150000,7450000,10600000,6300000,14900000,SWASTA,-,-1,-1,-
1632,AKADEMI SEKRETARI DAN MANAJEMEN ARIYANTI,"Jalan Pasirkaliki 127-131, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.asm.ariyanti.ac.id"", ""email"": ""asmariyanti@ariyanti.ac.id"", ""phone"": ""022- 6011698 / 022-6018604""}",6000000,3000000,9000000,12000000,6000000,18000000,SWASTA,-,-1,-1,-
1633,AKADEMI PARIWISATA CITRA BUANA INDONESIA,"Jalan KH Ahmad Sanusi No 24, KABUPATEN SUKABUMI",JAWA BARAT,"{""website"": ""www.cbi.ac.id"", ""email"": ""info@cbi.ac.id"", ""phone"": ""0266-225920 / 0266 231159""}",1800000,1800000,1800000,3600000,3600000,3600000,SWASTA,-,-1,-1,-
1634,UNIVERSITAS CITRA BANGSA,"Jalan Manafe No. 17 Kayu Putih Oebobo Kupang NTT, KOTA KUPANG",NUSA TENGGARA TIMUR,"{""website"": ""http://ucb.ac.id"", ""email"": ""citrabangsa@ucb.ac.id"", ""phone"": ""0380 8430255""}",5800000,150000,11450000,11600000,300000,22900000,SWASTA,-,-1,-1,-
1635,POLITEKNIK AL ISLAM BANDUNG,"Jl. Cisaranten Kulon no 120, KOTA BANDUNG",JAWA BARAT,"{""website"": ""politeknikalislam.ac.id"", ""email"": ""poltek_al_islam@yahoo.com"", ""phone"": ""022-783-5982 / 022-783-5979""}",7894000,1300000,14488000,15788000,2600000,28976000,SWASTA,-,-1,-1,-
1636,SEKOLAH TINGGI ILMU EKONOMI SATYA DHARMA,"Jalan Yudistira No 11, KABUPATEN BULELENG",BALI,"{""website"": ""www.stie-satyadharma.ac.id"", ""email"": ""info@stie-satyadharma.ac.id"", ""phone"": ""22950 / 22950""}",3500000,3500000,3500000,7000000,7000000,7000000,SWASTA,-,-1,-1,-
1637,UNIVERSITAS DARMA AGUNG,"Jalan Dr Td Pardede No 21, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""darmaagung.ac.id"", ""email"": ""darmaagung.uda21@darmaagung.ac.id"", ""phone"": ""4535432 4535432 / 4149562""}",10600000,6200000,15000000,21200000,12400000,30000000,SWASTA,-,-1,-1,-
1638,AKADEMI PARIWISATA 17 AGUSTUS 1945 SURABAYA,"Kaza City Mall Lt.01 Jl. Kapas Krampung No. 45 Surabaya, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.akpartag.co.id"", ""email"": ""info@akpartag.co.id"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1639,SEKOLAH TINGGI ILMU KESEHATAN ABDI PERSADA BANJARMASIN,KOTA BANJARMASIN,KALIMANTAN SELATAN,"{""website"": ""stikes-abdipersada.ac.id"", ""email"": ""stikesabdipersadabanjarmasin@gmail.com"", ""phone"": ""05113361031""}",6450000,2400000,10500000,12900000,4800000,21000000,SWASTA,-,-1,-1,-
1640,UNIVERSITAS PRAMITA INDONESIA,"Jalan Kampus Pramita Binong, KABUPATEN TANGERANG",BANTEN,"{""website"": ""unpri.ac..id"", ""email"": ""baak.unpri@gmail.com"", ""phone"": ""021 5980579 / 021 5980579""}",4500000,4500000,4500000,9000000,9000000,9000000,SWASTA,-,-1,-1,-
1641,AKADEMI KEPERAWATAN YPTK SOLOK,"Jl Dr Ak Gani Gurun Bagan VI Suku, KOTA SOLOK",SUMATERA BARAT,"{""website"": ""-"", ""email"": ""akperyptksolok@.gmail.com"", ""phone"": ""081372991582""}",4100000,4100000,4100000,8200000,8200000,8200000,SWASTA,-,-1,-1,-
1642,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKOM SURAKARTA,KOTA SURAKARTA,JAWA TENGAH,"{""website"": ""amikomsolo.ac.id"", ""email"": ""amikomsolo@amikomsolo.ac.id"", ""phone"": ""7851507 / 7851507""}",2580000,1880000,3280000,5160000,3760000,6560000,SWASTA,-,-1,-1,-
1643,STIKES KATOLIK ST VINCENTIUS A PAULO SURABAYA,"JL. JAMBI 12-18 SURABAYA, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""stikvinc.ac.id"", ""email"": ""sekretariat@stikvinc.ac.id"", ""phone"": ""5612220 / 5663894""}",12412500,4975000,19850000,24825000,9950000,39700000,SWASTA,-,-1,-1,-
1644,UNIVERSITAS ISLAM MAKASSAR,"Jl Perintis Kemerdekaan No 29, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""www.uim-makassar.ac.id"", ""email"": ""uimmakassar@uim-makassar.ac.id"", ""phone"": ""0411-588-167 / 0411-588-167""}",3500000,1000000,6000000,7000000,2000000,12000000,SWASTA,-,-1,-1,-
1645,UNIVERSITAS KRISTEN CIPTA WACANA,"Jalan Semeru 42, KOTA MALANG",JAWA TIMUR,"{""website"": ""cwcu.ac.id"", ""email"": ""malang@cwcu.ac.id"", ""phone"": ""085888942219 / 082133284830""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1646,AKADEMI KEPERAWATAN PEMKAB TAPANULI UTARA,"Jalan Agus Salim No 2 Tarutung  Kabupaten Tapanuli Utara  Sumatera Utara, KABUPATEN TAPANULI UTARA",SUMATERA UTARA,"{""website"": ""www.akpertaput.ac.id"", ""email"": ""akpertaput@yahoo.com"", ""phone"": ""085275715171 / 0633322342""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
1647,AKADEMI FARMASI YARSI PONTIANAK,"Jalan Panglima Aim No 2, KOTA PONTIANAK",KALIMANTAN BARAT,"{""website"": ""www.akfaryarsiptk.ac.id"", ""email"": ""akfar.yarsi.pontianak@gmail.com"", ""phone"": ""081147404077 / 0""}",7950000,2500000,13400000,15900000,5000000,26800000,SWASTA,-,-1,-1,-
1648,SEKOLAH TINGGI MANAJEMEN INFORMATIKA KOMPUTER TAZKIA,KABUPATEN BOGOR,JAWA BARAT,"{""website"": ""https://stmik.tazkia.ac.id"", ""email"": ""Info@stmik.tazkia.ac.id"", ""phone"": ""083898777538 / 0251-8421 077""}",3950000,2400000,5500000,7900000,4800000,11000000,SWASTA,-,-1,-1,-
1649,AKADEMI MARITIM NASIONAL JAYA,"Jalan Perintis Kemerdekaan Komp. TNI AL Kelapa Gading Barat Jakarta Utara, KOTA JAKARTA UTARA",D.K.I. JAKARTA,"{""website"": ""http://amanjaya.ac.id"", ""email"": ""info@amanjaya.ac.id"", ""phone"": ""021-4533953 / 021-45878764""}",7000000,7000000,7000000,14000000,14000000,14000000,SWASTA,-,-1,-1,-
1650,AKADEMI SENI RUPA DAN DESAIN ISWI JAKARTA,"Perumahan Taman Modern Jalan Dahlia Blok E6  Cakung, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""https://asrideiswi.ac.id"", ""email"": ""akademi@asrideiswi.ac.id"", ""phone"": ""6221-4616102-4616103 / 021 - 4616103""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1651,POLITEKNIK CRISTO RE,"Kabupaten Sikka Provinsi Nusa Tenggara Timur, KABUPATEN SIKKA",NUSA TENGGARA TIMUR,"{""website"": ""cristore-mof.ac.id"", ""email"": ""poltekcristoremof.20@gmail.com"", ""phone"": ""0382-240070""}",7600000,5100000,10100000,15200000,10200000,20200000,SWASTA,-,-1,-1,-
1652,UNIVERSITAS KRISTEN PETRA,"Jl Siwalankerto 121-131, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.petra.ac.id"", ""email"": ""info@petra.ac.id"", ""phone"": ""8349040 8494830 / 8436418""}",1,1,1,2,2,2,SWASTA,-,-1,-1,-
1653,UNIVERSITAS VICTORY SORONG,"Jalan Basuki Rahmat Km 11 5 Kelurahan Klasaman, KOTA SORONG",PAPUA BARAT,"{""website"": ""unvicsorong.ac.id"", ""email"": ""univictorywarek3@gmail.com"", ""phone"": ""0951-329506 / 0951-329670""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1654,AKADEMI PERIKANAN YOGYAKARTA,"Jalan Balirejo Muja-muju, KOTA YOGYAKARTA",D.I. YOGYAKARTA,"{""website"": ""www.apy.ac.id"", ""email"": ""LPPM_APY@yahoo.com"", ""phone"": ""0274-582031 / 0274-582031""}",13200000,2400000,24000000,26400000,4800000,48000000,SWASTA,-,-1,-1,-
1655,POLITEKNIK KESEHATAN GENESIS MEDICARE,KOTA DEPOK,JAWA BARAT,"{""website"": ""poltekkesgenesismedicare.ac.id"", ""email"": ""poltekkesgenesismedicare@gmail.com"", ""phone"": """"}",12100000,6000000,18200000,24200000,12000000,36400000,SWASTA,-,-1,-1,-
1656,SEKOLAH TINGGI ILMU KESEHATAN BARAMULI,"Jalan Pole Baramuli KM 3, KABUPATEN PINRANG",SULAWESI SELATAN,"{""website"": ""stikesbaramuli.ac.id"", ""email"": ""stikesbaramuli093141@gmail.com"", ""phone"": ""085824871455 / 0421-924-870""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
1657,UNIVERSITAS LUMAJANG,"Jalan Musi 12, KABUPATEN LUMAJANG",JAWA TIMUR,"{""website"": ""unilu.ac.id"", ""email"": ""unilu.universitaslumajang@gmail.com"", ""phone"": ""0334-882769""}",1950000,700000,3200000,3900000,1400000,6400000,SWASTA,-,-1,-1,-
1658,AKADEMI KEPERAWATAN METUARI WAYA MANADO,"Jln. Maruasey Malalayang Dua Manado, KOTA MANADO",SULAWESI UTARA,"{""website"": ""https://akper-metuariwaya.ac.id"", ""email"": ""akper.mw@gmail.com"", ""phone"": ""0431-832431 / 0431-832382""}",2590000,600000,4580000,5180000,1200000,9160000,SWASTA,-,-1,-1,-
1659,SEKOLAH TINGGI ILMU HUKUM TAMBUN BUNGAI,"Jalan Sisingamangaraja No 35, KOTA PALANGKA RAYA",KALIMANTAN TENGAH,"{""website"": ""stihtb.ac.id"", ""email"": ""stihtb@gmail.com"", ""phone"": ""0536-3222436""}",3150000,2800000,3500000,6300000,5600000,7000000,SWASTA,-,-1,-1,-
1660,STKIP PERSADA KHATULISTIWA,"Jalan Letjen Mt Haryono, KABUPATEN SINTANG",KALIMANTAN BARAT,"{""website"": ""https://persadakhatulistiwa.ac.id"", ""email"": ""persada@persadakhatulistiwa.ac.id"", ""phone"": ""2022386 / 2022386""}",3200000,2400000,4000000,6400000,4800000,8000000,SWASTA,-,-1,-1,-
1661,AKADEMI PARIWISATA NUSANTARA TANGERANG,KABUPATEN TANGERANG,BANTEN,"{""website"": ""www.akparnusantara.ac.id"", ""email"": ""akparnustangsel@gmail.com"", ""phone"": ""021-7435608""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1662,INSTITUT TEKNOLOGI KESEHATAN CENDEKIA UTAMA KUDUS,KABUPATEN KUDUS,JAWA TENGAH,"{""website"": ""www.centamaku.ac.id"", ""email"": ""surat@centamaku.ac.id"", ""phone"": ""4248655 / 4248657""}",40000175,350,80000000,80000350,700,160000000,SWASTA,-,-1,-1,-
1663,AKADEMI KEBIDANAN ARU,"Aru Kepulauan, KABUPATEN KEPULAUAN ARU",MALUKU,"{""website"": ""-"", ""email"": ""akbid.aru1@gmail.com"", ""phone"": ""11111""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
