quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
178,Sekolah Tinggi Ekonomi Islam SEBI (STEI SEBI),Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ekonomi-islam-sebi-stei-sebi,Rp7.500.000 per semester,1209,41,"{""website"": ""www.sebi.ac.id"", ""email"": ""pmb@sebi.ac.id"", ""phone"": ""0251-8616655, 0251-8604985""}","Sekolah Tinggi Ekonomi Islam SEBI (STEI SEBI) adalah institusi pendidikan yang didirikan oleh Yayasan Bina Tsaqofah dan lahir dari sebuah gagasan untuk menjadi institusi yang memberikan kontribusi bagi kemaslahatan bangsa, negara, umat dan agama. Kontribusi tersebut diwujudkan dalam bentuk edukasi, sosialisasi, konsultasi, implementasi dan penyiapan sumber daya insani di bidang ekonomi dan lembaga keuangan syariah.",{}
179,Sekolah Tinggi Teologi Amanat Agung,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teologi-amanat-agung,Rp20.000.000 - Rp32.000.000 (selama masa studi),79,19,"{""website"": ""sttaa.ac.id"", ""email"": ""sttaa@sttaa.ac.id"", ""phone"": ""021 5835 7685""}",Sekolah Tinggi Teologi (STT) Amanat Agung adalah lembaga pendidikan teologi yang didirikan oleh Sinode Gereja Kristus Yesus pada tahun 1997 dengan misi menghasilkan pekerja-pekerja bermutu bagi pekerjaan di ladang Tuhan. Sekolah tinggi ini berkomitmen untuk mempersiapkan dan menghasilkan rohaniwan berwawasan Pastor-Theologian.,{}
180,Universitas Trilogi,Universitas Swasta,https://campus.quipper.com/directory/universitas-trilogi,Rp4.000.000 - Rp8.750.000 per semester,3011,92,"{""website"": ""www.trilogi.ac.id"", ""email"": ""info@trilogi.ac.id"", ""phone"": ""021-7980011""}","Universitas Trilogi merupakan pengembangan dari Sekolah Tinggi Ilmu Ekonomi Keuangan dan Perbankan Indonesia (STEKPI), yang didirikan pada tahun 1988 dan bernaung dibawah Yayasan Pengembangan Pendidikan Indonesia Jakarta (YPPIJ). Saat ini, Universitas Trilogi telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dan memiliki 12 program studi. Selain itu, Universitas Trilogi juga memiliki komitmen yang dikenal dengan tiga pilar yaitu pengembangan kewirausahaan berbasis penguasaan teknologi (teknopreneur), kemampuan bekerjasama dan mengelola teamwork yang solid serta jejaring yang luas (kolaborasi), dan kemandirian.",{}
181,Universitas PGRI Madiun (UNIPMA),Universitas Swasta,https://campus.quipper.com/directory/universitas-pgri-madiun-unipma,Rp2.970.000 - Rp7.121.000 per semester,6729,282,"{""website"": ""www.unipma.ac.id"", ""email"": ""rektorat@unipma.ac.id"", ""phone"": ""0351-462986""}","Universitas PGRI Madiun didirikan pada tahun 2017 dan merupakan hasil penggabungan dari tiga perguruan tinggi yaitu Instititut Keguruan dan Ilmu Pendidikan (IKIP) PGRI Madiun, Sekolah Tinggi Teknik (STT) Dharma Iswara Madiun, dan Sekolah Tinggi Ilmu Ekonomi (STIE) Dharma Iswara Madiun. Kampus ini menyediakan empat jenjang pendidikan yaitu program pascasarjana (S2), sarjana (S1), diploma (D3), dan profesi. Adapun fakultas dan program studi yang disediakan terdiri atas berbagai macam bidang keilmuan seperti Ilmu Kesehatan, Teknik, Ekonomi dan Bisnis, Keguruan dan Ilmu Pendidikan, dan Hukum.",{}
182,Politeknik Pembangunan Pertanian Bogor,Politeknik Negeri,https://campus.quipper.com/directory/sekolah-tinggi-penyuluhan-pertanian-stpp-bogor,Gratis (biaya pendidikan ditanggung oleh Kementerian Pertanian RI),759,51,"{""website"": ""www.polbangtan-bogor.ac.id"", ""email"": ""polbangtan.bogor@pertanian.go.id"", ""phone"": ""08001234567""}","Politeknik Pembangunan Pertanian Bogor (Polbangtan Bogor) didirikan melalui proses transformasi kelembagaan dari Sekolah Tinggi Penyuluhan Pertanian (STPP) Bogor. Polbangtan Bogor resmi berdiri pada tanggal 25 Juni 2018 dan saat ini memiliki dua kampus yang terletak di wilayah Bogor, yaitu Kampus I Cibalagung dan Kampus II Cinagara.",{}
183,Institut Agama Islam Negeri (IAIN) Jember,Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-jember,Rp400.000 - Rp3.000.000 per semester,3510,255,"{""website"": ""iain-jember.ac.id"", ""email"": ""info@iain-jember.ac.id"", ""phone"": ""0331-487550""}","Institut Agama Islam Negeri (IAIN) Jember merupakan salah satu Perguruan Tinggi Keagamaan Islam Negeri (PTIN) pertama dan terkemuka di wilayah Tapal Kuda. Berbagai sarana dan prasarana pendidikan, Mahad, dan gedung dosen yang megah telah diresmikan oleh Menteri Agama Republik Indonesia pada awal tahun 2017. Saat ini IAIN Jember memiliki 5 fakultas dan 35 program studi.",{}
184,Universitas BSI,Universitas Swasta,https://campus.quipper.com/directory/universitas-bsi,Rp4.000.000 kisaran per-semester,33648,1158,"{""website"": ""www.bsi.ac.id"", ""email"": ""info@bsi.ac.id"", ""phone"": ""021-8000063""}","Universitas Bina Sarana Informatika (UBSI) merupakan universitas yang memiliki visi menjadi universitas unggul di bidang ekonomi kreatif pada tahun 2033. UBSI menyediakan program pendidikan jenjang D3 dan S1 di 3 fakultas, yakni Fakultas Teknik & Informatika, Fakultas Ekonomi & Bisnis, dan Fakultas Komunikasi & Bahasa. Pilihan program studinya mencapai lebih dari 20 program studi, lho.",{}
185,Sekolah Tinggi Teologi SAAT,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teologi-saat,Rp2.700.000-Rp3.300.000 per semester,273,20,"{""website"": ""www.seabs.ac.id"", ""email"": ""admisi@seabs.ac.id"", ""phone"": ""0341-559400, 087859960900""}","Tahukah Quipperian, Sekolah Tinggi Teologi Seminari Alkitab Asia Tenggara (SAAT) didirikan pada tahun 1952 oleh Pdt. Dr. Andrew Gih untuk menjawab kebutuhan akan minimnya hamba Tuhan di Indonesia pada masa itu. Pada perjalanan kedua beliau dari Tiongkok ke Indonesia, Dr. Gih bertemu dengan beberapa pemimpin gereja di Bandung yang mengungkapkan bahwa keberadaan sekolah Alkitab yang dapat mendidik hamba-hamba Tuhan masih sangat langka di Indonesia.",{}
186,Universitas Islam Jakarta,Universitas Swasta,https://campus.quipper.com/directory/universitas-islam-jakarta,Rp5.950.000 - Rp7.000.000 per semester,2033,93,"{""website"": ""www.uid.ac.id"", ""email"": ""informasi@uid.ac.id"", ""phone"": ""0218566451""}","Universitas Islam Jakarta (UID) merupakan perguruan tinggi yang didirikan pada tahun 1951 dan dibina oleh Yayasan Wakaf Perguruan Tinggi Islam Jakarta (YWPTID). Saat ini, UID memiliki 10 program studi yang terbagi menjadi 4 fakultas dan Program Pascasarjana. Yuk simak informasi berikut!",{}
187,Universitas Bhayangkara Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-bhayangkara-surabaya,Rp15.370.000-Rp20.132.000 per semester,5775,173,"{""website"": ""www.ubhara.ac.id"", ""email"": ""info@ubhara.ac.id, humas@ubhara.ac.id"", ""phone"": ""031-8285602, 8291055""}","Universitas Bhayangkara (Ubhara) Surabaya didirikan pada 1 Juli 1982 di bawah naungan Yayasan Brata Bhakti Daerah Jawa Timur (YBBDJ). Sejak awal didirikan hingga saat ini, Ubhara Surabaya memiliki empat fakultas yaitu Fakultas Ekonomi, Fakultas Hukum, Fakultas Ilmu Sosial dan Politik, serta Fakultas Teknik. Selain itu, semua program studinya juga telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT).",{}
188,Universitas Negeri Malang (UM),Universitas Negeri,https://campus.quipper.com/directory/universitas-negeri-malang,Rp4.500.000 kisaran per-semester,26120,1036,"{""website"": ""www.um.ac.id"", ""email"": ""rektor@um.ac.id, info@um.ac.id"", ""phone"": ""0341-551312, 0341-3301130""}","Halo Quipperian! Bagi kalian yang memiliki cita-cita berkarier di dunia pendidikan dapat menjadikan Universitas Negeri Malang (UM) sebagai kampus pilihan. Namun, tidak hanya berlatar belakang pendidikan, UM juga membuka berbagai pilihan program studi bidang non-pendidikan, lho! Didukung dengan lingkungan kampus yang asri dan lokasinya strategis, menjadikan UM tempat belajar yang ideal.",{}
189,Universitas Andalas (Unand),Universitas Negeri,https://campus.quipper.com/directory/universitas-andalas,Rp5.500.000 kisaran per-semester,28537,1250,"{""website"": ""www.unand.ac.id"", ""email"": ""humas@unand.ac.id"", ""phone"": ""0751-71181 ext. 318""}","Dilihat dari sejarah berdirinya, Universitas Andalas merupakan kampus negeri pertama yang dibangun di Pulau Sumatera. Penamaannya merujuk kepada nama pulau Sumatera yang pada tahun 1956 terkenal dengan nama Pulau Andalas. Hingga kini, Unand menjadi salah satu kampus yang diperhitungkan untuk menjadi pilihan bagi para pelajar, lho! Nggak hanya melihat dari sejarahnya aja, kampus ini juga memiliki prestasi yang diakui, baik pada skala nasional maupun internasional internasional.",{}
190,Institut Pertanian Bogor (IPB),Institut Negeri,https://campus.quipper.com/directory/institut-pertanian-bogor,Rp2.400.000-Rp12.000.000 per semester,32451,1363,"{""website"": ""www.ipb.ac.id"", ""email"": ""ask@apps.ipb.ac.id"", ""phone"": ""0251-8622642 Ext. 100""}","Tahukah Quipperian bahwa Institut Pertanian Bogor (IPB) dulunya merupakan Fakultas Pertanian Universitas Indonesia? Ya, fakultas tersebut memisahkan diri pada 1 September 1963 dan berganti nama menjadi IPB. Kini, IPB menjadi perguruan tinggi berbasis riset kelas dunia dengan kompetensi utama pertanian tropika dan biosains serta berkarakter kewirausahaan dengan koleksi prestasi dan juga keunggulan yang nggak perlu diragukan lagi.",{}
191,Politeknik Manufaktur Negeri Bangka Belitung,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-manufaktur-negeri-bangka-belitung,Rp0-Rp6.000.000 per semester,1136,62,"{""website"": ""www.polman-babel.ac.id"", ""email"": ""polman@polman-babel.ac.id"", ""phone"": ""0717-93586""}","Politeknik Manufaktur Negeri Bangka Belitung (Polman Babel) bermula dari Politeknik Manufaktur Timah, sebuah institusi pendidikan tinggi yang didirikan oleh PT. Timah, Tbk. di tahun 1994 sebagai bentuk sumbangsih di bidang pendidikan. Polman Babel telah berkiprah selama hampir dua puluh tahun dan meluluskan lebih dari 1400 alumni yang telah terserap ke berbagai sektor pekerjaan, mulai dari industri nasional, perusahaan multinasional dan internasional, hingga sektor usaha mandiri atau wirausaha.",{}
192,Politeknik Negeri Malang (Polinema),Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-malang,Rp6.000.000 kisaran per-semester,10346,402,"{""website"": ""www.polinema.ac.id"", ""email"": ""cs@polinema.ac.id"", ""phone"": ""0341-404424, 404425""}","Quipperian, Politeknik Negeri Malang (Polinema) awalnya bernama Program Pendidikan Diploma Bidang Teknik, Universitas Brawijaya. Polinema dibuka berdasarkan Surat Keputusan Dirjen DIKTI, MENDIKBUD No.03/DJ/Kep/1979 yang didirikan oleh Pemerintah Indonesia melalui dana Bank Dunia. Pada tahun 1982, Polinema hanya membuka empat jurusan yakni Teknik Elektronika, Teknik Listrik, Teknik Mesin, dan Teknik Sipil.",{}
193,Universitas Riau (Unri),Universitas Negeri,https://campus.quipper.com/directory/universitas-riau,Rp3.500.000 ​kisaran​ ​​per-semester,35358,2244,"{""website"": ""www.unri.ac.id"", ""email"": ""rektor@unri.ac.id"", ""phone"": ""0761-63266""}","Mengusung visi “Menjadi Universitas Riset Unggul Bermartabat di Bidang Riset dan Teknologi di Kawasan Asia tenggara tahun 2035”, Universitas Riau terus memperkuat resources dan terus mengembangkan berbagai inovasi. Para tenaga pengajar di tiap jurusan, terutama di bidang sains dan teknologi bersinergi, mengembangkan inovasi berbasis science melalui pengajaran dan juga riset. Selain itu, kampus ini juga menyediakan lebih dari 100 laboratorium sebagai wadah bagi mahasiswa dalam mengambangkan kemampuan di bidang teknologi.",{}
194,Politeknik Negeri Indramayu,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-indramayu,Rp500.000-Rp5.000.000 per semester,1629,77,"{""website"": ""www.polindra.ac.id"", ""email"": ""info@polindra.ac.id"", ""phone"": ""0234-5746464""}","Jika Quipperian mempertimbangkan untuk kuliah vokasi di wilayah Indramayu, Politeknik Negeri Indramayu (Polindra) bisa kamu jadikan pilihan lho. Pada 6 Oktober 2014, politeknik ini mengalami perubahan status dari Perguruan Tinggi Swasta (PTS) menjadi Perguruan Tinggi Negeri (PTN) yang diresmikan oleh Dr. Susilo Bambang Yudhoyono selaku Presiden Republik Indonesia yang menjabat saat itu. Pasca beralih bentuk menjadi PTN, Polindra gencar menambahkan beberapa program studi baru. Kini, Polindra menyediakan tujuh pilihan program studi yang tergabung ke dalam empat jurusan, yakni Teknik Mesin, Teknik Pendingin dan Tata Udara, Teknik Informatika, dan Keperawatan.",{}
195,Universitas Islam Negeri Ar-Raniry Banda Aceh,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-ar-raniry-banda-aceh,Rp2.100.000 kisaran per-semester,26451,481,"{""website"": ""www.ar-raniry.ac.id"", ""email"": ""uin@ar-raniry.ac.id"", ""phone"": ""0651-7557321""}","Mau tahu kampus yang jadi Jantong Hate atau Jantung Hati masyarakat Aceh? Jawabannya, Universitas Islam Negeri (UIN) Ar-Raniry. Dulunya kampus ini bernama Institut Agama Islam Negeri Ar-Raniry dan hanya memiliki Fakultas Syariah serta Fakultas Tarbiyah.  Melalui Perpres no.64 tahun 2013, statusnya ditetapkan menjadi Universitas Islam Negeri. Kampus yang memiliki visi menjadi universitas yang unggul dalam pengembangan dan pengintegrasian ilmu keislaman, sains, teknologi dan seni, sekarang telah menyelenggarakan pendidikan pada tingkat tinggi selama setengah abad.",{}
196,Politeknik Pertanian Negeri Payakumbuh (POLITANI),Politeknik Negeri,https://campus.quipper.com/directory/politeknik-pertanian-negeri-payakumbuh-politani,,1846,170,"{""website"": ""www.politanipyk.ac.id"", ""email"": ""sekretariat@politanipyk.ac.id"", ""phone"": ""07527754192""}","Politeknik Pertanian Negeri Payakumbuh (POLITANI) didirikan pada tahun 1980 dengan nama Politeknik Pertanian Universitas Andalas. Kemudian pada bulan Oktober 2014, Politeknik Pertanian Universitas Andalas berubah nama menjadi Politeknik Pertanian Negeri Payakumbuh. Saat ini, Politeknik Pertanian Negeri Payakumbuh memiliki berbagai macam program studi yang berfokus pada bidang pertanian, perkebunan, dan teknologi pangan.",{}
197,Universitas Trunojoyo,Universitas Negeri,https://campus.quipper.com/directory/universitas-trunojoyo,Rp2.000.000 kisaran per-semester,3425,447,"{""website"": ""www.trunojoyo.ac.id"", ""email"": ""humas@trunojoyo.ac.id"", ""phone"": ""031-3011146""}","Quipperian, kalian harus tahu bahwa Universitas Trunojoyo merupakan satu-satunya perguruan tinggi negeri yang dimiliki oleh masyarakat Pulau Madura. Sebagai perguruan tinggi negeri, Universitas Trunojoyo dilengkapi dengan berbagai macam fasilitas akademik. Perguruan tinggi ini juga berhasil mencetak alumni-alumni yang keren, lho! Bahkan ada yang berhasil mendapatkan beasiswa LPDP ke Amerika Serikat. Kamu tertarik mengikuti jejaknya? Simak informasi di bawah ini!",{}
198,Universitas Malikussaleh,Universitas Negeri,https://campus.quipper.com/directory/universitas-malikussaleh,Rp5.000.000 kisaran per-semester,9238,457,"{""website"": ""www.unimal.ac.id"", ""email"": ""info@unimal.ac.id"", ""phone"": ""0645-41373""}","Pendirian Universitas Malikussaleh (Unimal) adalah bagian dari upaya masyarakat Aceh dalam penyelesaian konflik berkepanjangan yang terjadi di Aceh. Peningkatan kualitas Sumber Daya Manusia melalui pendidikan, diharapkan dapat menjembatani para pemangku kepentingan untuk pencegahan konflik kepentingan di masa depan. Unimal terkenal dengan julukannya, The Blessing University. Julukan ini diberikan berkat komitmen kampus menjalankan prinsip-prinsip kemanusiaan yang universal, berdasarkan nilai-nilai kearifan lokal, dan Syariat Islam.",{}
199,Universitas Udayana,Universitas Negeri,https://campus.quipper.com/directory/universitas-udayana,Rp4.000.000 kisaran per-semester,16658,1615,"{""website"": ""www.unud.ac.id"", ""email"": ""info@unud.ac.id"", ""phone"": ""0361-701954""}","Sebagai lembaga pendidikan yang berlokasi di salah satu destinasi wisata terbesar di Indonesia, Universitas Udayana memiliki peran dalam pemeliharaan dan pengelolaan lingkungan hidup di Bali. Salah satu kontribusi yang diberikan kampus ini ialah Peluncuran Peta Pengelolaan Sampah. Program tersebut merupakan kerja sama antara Universitas Udayana dan SYSTEMIQ, serta dukungan dari Kementerian Luar Negeri Norwegia yang bertujuan untuk mengelola sampah melalui basis data yang berbentuk sebuah platform.",{}
200,Universitas Cenderawasih (Uncen),Universitas Negeri,https://campus.quipper.com/directory/universitas-cenderawasih,Rp5.000.000 kisaran per-semester,29902,617,"{""website"": ""www.unicen.ac.id"", ""email"": ""humas@unicen.ac.id"", ""phone"": ""0967-572104; 0967-572108""}","Quipperian, berdirinya Universitas Cenderawasih (Uncen) di kota Jayapura menjadi langkah awal berkembangnya pendidikan tinggi di wilayah Provinsi Papua dan Papua Barat. Sebagai universitas negeri tertua, Uncen berhasil mencetak lulusan-lulusan yang terbukti mampu berkontribusi dalam berbagai bidang. Di antara lulusan tersebut, terdapat nama-nama besar seperti Jacob Salossa, Mantan Gubernur Provinsi Papua, dan Yohana Yembise, yang saat ini masih menjabat sebagai Menteri Pemberdayaan Perempuan dan Perlindungan Anak dalam Kabinet Kerja.",{}
201,Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-mahardika-cirebon,Rp5.850.000 per semester,866,50,"{""website"": ""mahardika.ac.id"", ""email"": ""akademik@mahardika.ac.id"", ""phone"": ""0231-488123""}","Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon didirikan oleh Yayasan Pengembangan Ilmu Mahardika (YPIM) pada tanggal 14 Agustus 2002. Berdirinya kampus ini sesuai dengan dinamika laju pertumbuhan dan perkembangan sebuah daerah, serta kebutuhan nyata akan peningkatan Indeks Pembangunan Manusia (IPM) yang ditekankan pada tiga domain, yaitu pendidikan, kesehatan dan ekonomi.",{}
202,Universitas Negeri Padang,Universitas Negeri,https://campus.quipper.com/directory/universitas-negeri-padang,Rp2.500.000 kisaran per-semester,28726,931,"{""website"": ""www.unp.ac.id"", ""email"": ""humas@unp.ac.id"", ""phone"": ""0751-7053902""}","“Alam Takambang Jadi Guru"", menjadi motto kampus yang berada di kota Padang, Sumatera Barat ini. Motto tersebut memiliki makna bahwa sivitas akademika Universitas Negeri Padang (UNP) selalu responsif dan proaktif terhadap lingkungannya. Salah satu bukti implementasi UNP terhadap motto tersebut adalah pencapaian kampus ini menjadi 50 Perguruan Tinggi Negeri (PTN) terbaik Indonesia versi Webometrics pada tahun 2022.",{}
203,Politeknik Negeri Ketapang,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-ketapang,Rp500.000-Rp2.000.000 per semester,1458,77,"{""website"": ""www.politap.ac.id"", ""email"": ""pmb@politap.ac.id"", ""phone"": ""0534-3030686""}","Politeknik Negeri Ketapang atau Politap adalah satu-satunya perguruan tinggi negeri di Kabupaten Ketapang, Kalimantan Barat. Kampus ini dirintis oleh Pemerintah Kabupaten Ketapang dan Yayasan Pangeran Iranata Ketapang pada tanggal 12 Februari 2006 dan mulai beroperasi pada Tahun Akademik 2008/2009. Sebagai institusi pendidikan tinggi kepoliteknikan, Politap memiliki kurikulum yang dirancang sesuai dengan tuntutan tenaga kerja industri dengan proporsi pembelajaran praktikum lebih besar daripada teori. Dengan memperhatikan dinamika perubahan industri, Politap senantiasa mewajibkan mahasiswa untuk mengikuti praktik kerja industri yang dilaksanakan di lingkungan industri daerah Ketapang sebagai persiapan untuk terjun ke dunia kerja. Tertarik bergabung di kampus ini? Yuk, cek profil lengkapnya!",{}
