institution_name,institution_code,body_type,link,student_amount,lecturer_amount,contact,description,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,address,province,campus_accreditation,quipper_code,pddikti_code,rencanamu_code,banpt_code
SEKOLAH TINGGI MANAJEMEN LABORA,714,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-labora,511.0,14.0,"{""website"": ""www.labora.ac.id"", ""email"": ""labora@labora.ac.id"", ""phone"": ""021-22465680 / 021-22465680""}","Perguruan tinggi yang terletak di Jatinegara dan Cikini ini memiliki 2 jenjang pendidikan, yaitu jenjang sarjana dan magister di bidang Manajemen. Bagi Quipperian yang tertarik mendalami bidang ilmu Manajemen, kampus ini cocok dijadikan sebagai pilihan. Di kampus ini, kalian tidak hanya belajar tentang manajemen saja, tetapi juga ilmu lain yang berhubungan dengan manajemen, seperti akuntansi.",4500000.0,2400000.0,6600000.0,9000000.0,4800000.0,13200000.0,"Jalan Cisadane No 2  Cikini, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,B,quipper-336,pddikti-2193,-,banpt-2126
STKIP PGRI SUMENEP,715,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stkippgrisumenep.ac.id"", ""email"": ""info.stkippgrisumenep@gmail.com"", ""phone"": ""0328 - 664094 / 0328 - 664094""}",-,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0,"Jl Trunojoyo  Gedungan, KABUPATEN SUMENEP",JAWA TIMUR,BAIK,-,pddikti-296,-,banpt-1683
UNIVERSITAS SAINS CUT NYAK DHIEN,716,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uscnd.ac.id"", ""email"": ""info.uscnd@gmail.com"", ""phone"": ""0641-23363""}",-,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0,KOTA LANGSA,ACEH,BAIK,-,pddikti-1305,-,banpt-3655
SEKOLAH TINGGI ILMU KESEHATAN ARTHA BODHI ISWARA,717,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-artha-bodhi-iswara,175.0,29.0,"{""website"": ""web.stikesabi.ac.id"", ""email"": ""stikesabi@yahoo.co.id"", ""phone"": ""031-5937965""}","Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara Surabaya adalah lembaga pendidikan tinggi yang didirikan oleh yayasan perguruan tinggi Tri Dharma pada tanggal 5 Agustus 2003. Pendirian kampus yang dikenal dengan sebutan STIKES-ABI ini berlandaskan upaya peningkatan jumlah dan kualitas tenaga kesehatan keperawatan dan kebidanan yang dapat diandalkan, khususnya dalam akselerasi penurunan angka kematian ibu dan bayi. Saat ini STIKES-ABI memiliki empat program studi yaitu Program Studi S1 Keperawatan, D3 Keperawatan, D3 Kebidanan, dan Profesi Ners.",4500000.0,4000000.0,5100000.0,9000000.0,8000000.0,10200000.0,"Jl Pumpungan III No. 29 Surabaya, KOTA SURABAYA",JAWA TIMUR,B,quipper-140,pddikti-2365,-,banpt-3870
UNIVERSITAS PRAMITA INDONESIA,718,SWASTA,https://campus.quipper.com/directory/universitas-pramita-indonesia,1500.0,80.0,"{""website"": ""unpri.ac..id"", ""email"": ""baak.unpri@gmail.com"", ""phone"": ""021 5980579 / 021 5980579""}","Universitas Pramita Indonesia  adalah perguruan tinggi inovatif yang banyak menjalin kemitraan dengan industri dan pemerintah. UNPRI menjawab kebutuhan generasi muda yang memerlukan pendidikan perguruan tinggi dalam mempersiapkan diri menjadi sumber daya manusia yang terdidik, unggul, dan link and match  dengan Dunia Usaha, Dunia Industri, dan Dunia Kerja  di Kabupaten Tangerang dan Provinsi Banten di lingkungan yang inklusif serta kolaboratif.",4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0,"Jalan Kampus Pramita Binong, KABUPATEN TANGERANG",BANTEN,BAIK,quipper-37,pddikti-1640,-,banpt-887
UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,719,SWASTA,-,-1.0,-1.0,"{""website"": ""ars.ac.id"", ""email"": ""kampus@ars.ac.id"", ""phone"": ""0227100124 / 0227100124""}",-,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0,"Jl Sekolah Internasional No. 1 - 6 Antapani, KOTA BANDUNG",JAWA BARAT,B,-,pddikti-2271,-,banpt-1927
SEKOLAH TINGGI ILMU EKONOMI MALANGKUCECWARA,720,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stie-mce.ac.id"", ""email"": ""info@stie-mce.ac.id"", ""phone"": ""0341-491813 / 0341-495619""}",-,4500000.0,1000000.0,8000000.0,9000000.0,2000000.0,16000000.0,"Jl Terusan Candi Kalasan, KOTA MALANG",JAWA TIMUR,BAIK SEKALI,-,pddikti-1433,-,banpt-326
SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI,721,SWASTA,-,-1.0,-1.0,"{""website"": ""https://www.pancabhakti.ac.id"", ""email"": ""info@pancabhakti.ac.id"", ""phone"": ""0721786864 / 0721786864""}",-,4500000.0,250000.0,8750000.0,9000000.0,500000.0,17500000.0,KOTA BANDAR LAMPUNG,LAMPUNG,BAIK,-,pddikti-2540,-,banpt-2741
UNIVERSITAS PRISMA,722,SWASTA,-,-1.0,-1.0,"{""website"": ""prisma.ac.id"", ""email"": ""management@prisma.ac.id"", ""phone"": ""0431-858878 / 0431-8806683""}",-,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0,"Jl. Pomorow No. 113  Lingk. III  Tikala Baru Manado, KOTA MANADO",SULAWESI UTARA,TIDAK TERAKREDITASI,-,pddikti-1327,-,banpt-3535
SEKOLAH TINGGI BAHASA HARAPAN BERSAMA,723,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stbharapanbersama.ac.id"", ""email"": ""admin@stbharapanbersama.ac.id"", ""phone"": ""0561-739995 / 0561-739428""}",-,4500000.0,2000000.0,7000000.0,9000000.0,4000000.0,14000000.0,KABUPATEN KUBURAYA,KALIMANTAN BARAT,BAIK SEKALI,-,pddikti-1951,-,banpt-1539
SEKOLAH TINGGI FILSAFAT TEOLOGI FAJAR TIMUR,724,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""fajartimur@y7mail.com"", ""phone"": ""0967 588485 / 0967 588485""}",-,4500000.0,3000000.0,6000000.0,9000000.0,6000000.0,12000000.0,KOTA JAYAPURA,PAPUA,BAIK,-,pddikti-541,-,banpt-2218
SEKOLAH TINGGI ILMU EKONOMI ENAM ENAM KENDARI,725,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.stie-66.ac.id"", ""email"": ""info@stie-66.ac.id / stie_66@yahoo.co.id"", ""phone"": ""0401 3126456 3125537 / 0401 3126456""}",-,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0,"Jalan Bunga Kamboja No 79 Kemaraya, KOTA KENDARI",SULAWESI TENGGARA,BAIK SEKALI,-,pddikti-939,-,banpt-2887
INSTITUT TEKNOLOGI GARUT,726,SWASTA,-,-1.0,-1.0,"{""website"": ""www.itg.ac.id"", ""email"": ""info@itg.ac.id"", ""phone"": ""0262-232773 / 0262-232773""}",-,4480000.0,3960000.0,5000000.0,8960000.0,7920000.0,10000000.0,KABUPATEN GARUT,JAWA BARAT,BAIK SEKALI,-,pddikti-2295,-,banpt-3299
SEKOLAH TINGGI ILMU KOMUNIKASI ALMAMATER WARTAWAN SURABAYA,727,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komunikasi-almamater-wartawan-surabaya,417.0,15.0,"{""website"": ""https://www.stikosa-aws.ac.id/"", ""email"": ""info@stikosa-aws.ac.id"", ""phone"": ""031-5922018 / 031-5922018""}","Sekolah Tinggi Ilmu Komunikasi Almamater Wartawan Surabaya didirikan pada tahun 1964 dengan nama Akademi Wartawan Surabaya. Seiring berjalannya waktu, pada tahun 1984 akademi tersebut berkembang menjadi Sekolah Tinggi Ilmu Komunikasi Massa -Almamater Wartawan Surabaya . Saat ini, Stikosa-AWS hanya menyediakan satu program studi yakni S1 Ilmu Komunikasi.",4475000.0,2350000.0,6600000.0,8950000.0,4700000.0,13200000.0,"Jl Nginden Intan Timur I18, KOTA SURABAYA",JAWA TIMUR,BAIK SEKALI,quipper-20,pddikti-1509,-,banpt-3385
SEKOLAH TINGGI ILMU EKONOMI BALIKPAPAN,728,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiebalikpapan.ac.id"", ""email"": ""info@stiebalikpapan.ac.id"", ""phone"": ""0542-8500850/424819""}",-,4462500.0,1125000.0,7800000.0,8925000.0,2250000.0,15600000.0,"Perkampungan Pelajar Gn Pasir   Balikpapan, KOTA BALIKPAPAN",KALIMANTAN TIMUR,BAIK SEKALI,-,pddikti-9,-,banpt-3946
UNIVERSITAS IBBI,729,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ibbi.ac.id"", ""email"": ""universitas@ibbi.ac.id"", ""phone"": ""08116561881 / 4567111""}",-,4462500.0,1125000.0,7800000.0,8925000.0,2250000.0,15600000.0,KOTA MEDAN,SUMATERA UTARA,BAIK SEKALI,-,pddikti-1820,-,banpt-2238
UNIVERSITAS WAHIDIYAH,730,SWASTA,https://campus.quipper.com/directory/universitas-wahidiyah,571.0,99.0,"{""website"": ""www.uniwa.ac.id"", ""email"": ""uniwa.kediri@ymail.com"", ""phone"": "" 774511, 771018""}","Universitas Wahidiyah  merupakan perubahan bentuk dari Sekolah Tinggi Ilmu Ekonomi Wahidiyah pada tahun 2014. UNIWA memiliki misi mengembangkan ilmu pengetahuan, agama, teknologi, seni, dan budaya yang berjiwa Wahidiyah, bertaraf internasional, dan berwawasan jami’al ‘alamin. Saat ini, UNIWA memiliki 15 program studi yang terbagi menjadi enam fakultas dan sebagian besar program studi telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi .",4455000.0,3375000.0,5535000.0,8910000.0,6750000.0,11070000.0,"Jl. KH. Wachid Hasyim PonPes Kedunglo Mojoroto, KOTA KEDIRI",JAWA TIMUR,BAIK,quipper-730,pddikti-682,-,banpt-94
INSTITUT TEKNOLOGI KESEHATAN MALANG WIDYA CIPTA HUSADA,731,SWASTA,-,-1.0,-1.0,"{""website"": ""itkm-wch.ac.id"", ""email"": ""itkm.wch@gmail.com"", ""phone"": ""7480720 / 7480720""}",-,4450000.0,100000.0,8800000.0,8900000.0,200000.0,17600000.0,KABUPATEN MALANG,JAWA TIMUR,BAIK,-,pddikti-2609,-,banpt-599
INSTITUT TEKNOLOGI DAN KESEHATAN BINTANG PERSADA,732,SWASTA,-,-1.0,-1.0,"{""website"": ""www.bintangpersada.ac.id"", ""email"": ""itekesbintangpersada@gmail.com"", ""phone"": ""085738268822""}",-,4450000.0,2400000.0,6500000.0,8900000.0,4800000.0,13000000.0,KOTA DENPASAR,BALI,BAIK,-,pddikti-438,-,banpt-764
SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI PONTIANAK,733,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,4450000.0,2400000.0,6500000.0,8900000.0,4800000.0,13000000.0,KABUPATEN KUBURAYA,KALIMANTAN BARAT,TERAKREDITASI,-,pddikti-450,-,banpt-54
UNIVERSITAS MUHAMMADIYAH CIREBON,734,SWASTA,-,-1.0,-1.0,"{""website"": ""www.umc.ac.id"", ""email"": ""rektorat@umc.ac.id"", ""phone"": ""0231 209617 / 0231 209617""}",-,4425000.0,850000.0,8000000.0,8850000.0,1700000.0,16000000.0,"Jalan Tuparev No 70, KABUPATEN CIREBON",JAWA BARAT,B,-,pddikti-1987,-,banpt-2271
SEKOLAH TINGGI TEKNOLOGI BONTANG,735,SWASTA,-,-1.0,-1.0,"{""website"": ""stitek.ac.id"", ""email"": ""admin@stitek.ac.id"", ""phone"": ""0548 / 054823993""}",-,4425000.0,600000.0,8250000.0,8850000.0,1200000.0,16500000.0,"Jalan KH Ahmad Dahlan No 59, KOTA BONTANG",KALIMANTAN TIMUR,BAIK,-,pddikti-2224,-,banpt-2979
UNIVERSITAS CATUR INSAN CENDEKIA,736,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.cic.ac.id"", ""email"": ""sekretariat@cic.ac.id"", ""phone"": ""0231-200418""}",-,4410000.0,3100000.0,5720000.0,8820000.0,6200000.0,11440000.0,KOTA CIREBON,JAWA BARAT,BAIK,-,pddikti-1793,-,banpt-1480
UNIVERSITAS ISLAM AS-SYAFIIYAH,737,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uia.ac.id"", ""email"": ""info@uia.ac.id"", ""phone"": ""021 8462361 / 021 8464257""}",-,4406250.0,1312500.0,7500000.0,8812500.0,2625000.0,15000000.0,"Jl Raya Jatiwaringin No 12, KOTA BEKASI",JAWA BARAT,BAIK SEKALI,-,pddikti-2344,-,banpt-1766
UNIVERSITAS TARUNA BAKTI,738,SWASTA,-,-1.0,-1.0,"{""website"": ""www.tbu.ac.id"", ""email"": ""info@tbu.ac.id"", ""phone"": ""022-4205-888/0888-2000-11""}",-,7825000.0,7500000.0,8150000.0,15650000.0,15000000.0,16300000.0,KOTA BANDUNG,JAWA BARAT,BAIK,-,pddikti-634,-,banpt-784
UNIVERSITAS IVET,739,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.ivet.ac.id"", ""email"": ""info@ivet.ac.id"", ""phone"": ""0248316105 / 0248316105""}",-,4400000.0,800000.0,8000000.0,8800000.0,1600000.0,16000000.0,KOTA SEMARANG,JAWA TENGAH,B,-,pddikti-811,-,banpt-2001
SEKOLAH TINGGI ILMU KESEHATAN BANTUL,740,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikesbantul.ac.id"", ""email"": ""stikesbantul@gmail.com"", ""phone"": ""0274367760""}",-,4400000.0,800000.0,8000000.0,8800000.0,1600000.0,16000000.0,KABUPATEN BANTUL,D.I. YOGYAKARTA,BAIK,-,pddikti-17,-,banpt-1849
UNIVERSITAS KH. BAHAUDIN MUDHARY MADURA,741,SWASTA,-,-1.0,-1.0,"{""website"": ""https://unibamadura.ac.id/"", ""email"": ""info@unibamadura.ac.id"", ""phone"": ""6771010""}",-,4400000.0,4400000.0,4400000.0,8800000.0,8800000.0,8800000.0,"Jl. raya Lenteng No. 10  Desa Batuan  Kec. Batuan, KABUPATEN SUMENEP",JAWA TIMUR,BAIK,-,pddikti-501,-,banpt-1798
STKIP PGRI PONOROGO,742,SWASTA,-,-1.0,-1.0,"{""website"": ""stkippgriponorogo.ac.id"", ""email"": ""stkippgripo@yahoo.co.id"", ""phone"": ""0352-481841 / 0352-485809""}",-,4385000.0,4385000.0,4385000.0,8770000.0,8770000.0,8770000.0,"Jalan Ukel No 39 Kertosari, KABUPATEN PONOROGO",JAWA TIMUR,BAIK SEKALI,-,pddikti-723,-,banpt-3964
SEKOLAH TINGGI BAHASA ASING YAPARI,743,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stbayapariaba.ac.id"", ""email"": ""info@stba.ac.id"", ""phone"": ""022-2035426 / 022-2036765""}",-,4375000.0,2500000.0,6250000.0,8750000.0,5000000.0,12500000.0,"Jln. Cihampelas No. 194, KOTA BANDUNG",JAWA BARAT,BAIK,-,pddikti-2146,-,banpt-3043
UNIVERSITAS NAHDLATUL ULAMA PASURUAN,744,SWASTA,-,-1.0,-1.0,"{""website"": ""unupasuruan.ac.id"", ""email"": ""mail@unupasuruan.ac.id"", ""phone"": ""0343 5617767""}",-,4375000.0,150000.0,8600000.0,8750000.0,300000.0,17200000.0,KABUPATEN PASURUAN,JAWA TIMUR,BAIK,-,pddikti-1532,-,banpt-1648
UNIVERSITAS HANDAYANI MAKASSAR,745,SWASTA,-,-1.0,-1.0,"{""website"": ""www.handayani.ac.id"", ""email"": ""info@handayani.ac.id"", ""phone"": ""0411-4673395""}",-,4350000.0,1200000.0,7500000.0,8700000.0,2400000.0,15000000.0,KOTA MAKASSAR,SULAWESI SELATAN,BAIK,-,pddikti-2436,-,banpt-1432
STIEB PERDANA MANDIRI,746,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stieb-perdanamandiri.ac.id"", ""email"": ""info@stieb-perdanamandiri.ac.id"", ""phone"": ""0264-207530 / 0264-209585""}",-,4319000.0,3259000.0,5379000.0,8638000.0,6518000.0,10758000.0,"Jl. Veteran No. 74 Purwakarta, KABUPATEN PURWAKARTA",JAWA BARAT,BAIK,-,pddikti-2008,-,banpt-2326
STIKES YAYASAN RS. DR. SOETOMO,747,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.stikes-yrsds.ac.id/"", ""email"": ""stikesyayasanrsdrsoetomo@stikes-yrsds.ac.id"", ""phone"": ""03159181757 / 03159181757""}",-,4300000.0,2100000.0,6500000.0,8600000.0,4200000.0,13000000.0,"Jl. Karangmenjangan 12, KOTA SURABAYA",JAWA TIMUR,BAIK SEKALI,-,pddikti-986,-,banpt-1803
UNIVERSITAS MUHAMMADIYAH KUDUS,748,SWASTA,-,-1.0,-1.0,"{""website"": ""www.umku.ac.id"", ""email"": ""sekretariat@umku.ac.id"", ""phone"": ""0291437218 / 0291442993""}",-,4250000.0,500000.0,8000000.0,8500000.0,1000000.0,16000000.0,KABUPATEN KUDUS,JAWA TENGAH,BAIK SEKALI,-,pddikti-158,-,banpt-1302
SEKOLAH TINGGI HUKUM GARUT,749,SWASTA,-,-1.0,-1.0,"{""website"": ""www.sthgarut.ac.id"", ""email"": ""info@sthgarut.ac.id"", ""phone"": ""0262-236615 / 0262-236615""}",-,4250000.0,500000.0,8000000.0,8500000.0,1000000.0,16000000.0,"Jalan H Hasan Arief No 2  Garut, KABUPATEN GARUT",JAWA BARAT,BAIK,-,pddikti-1199,-,banpt-2049
UNIVERSITAS SERASAN,750,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unsan.ac.id"", ""email"": ""mail@unsan.ac.id"", ""phone"": """"}",-,4250000.0,4250000.0,4250000.0,8500000.0,8500000.0,8500000.0,KABUPATEN MUARA ENIM,SUMATERA SELATAN,BAIK,-,pddikti-2119,-,banpt-1444
UNIVERSITAS WIJAYAKUSUMA PURWOKERTO,751,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unwiku.ac.id"", ""email"": ""info@unwiku.ac.id"", ""phone"": ""0281-6439889 / 0281-6439711""}",-,4250000.0,3500000.0,5000000.0,8500000.0,7000000.0,10000000.0,"Kampus Karangsalam Purwokerto, KABUPATEN BANYUMAS",JAWA TENGAH,BAIK SEKALI,-,pddikti-1126,-,banpt-617
SEKOLAH TINGGI ILMU KESEHATAN DONA PALEMBANG,752,SWASTA,-,-1.0,-1.0,"{""website"": ""https://www.stikesdona.ac.id/"", ""email"": ""stikesdonaplg@gmail.com"", ""phone"": ""0711414561 / 0711414561""}",-,4250000.0,4000000.0,4500000.0,8500000.0,8000000.0,9000000.0,KOTA PALEMBANG,SUMATERA SELATAN,BAIK,-,pddikti-676,-,banpt-2735
SEKOLAH TINGGI ILMU KESEHATAN AL MA ARIF,753,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stikesalmaarif.ac.id/"", ""email"": ""stikesalmaarifbta@gmail.com ; email@stikesalmaarif.ac.id"", ""phone"": ""0735 3741903 / 0735 326072""}",-,4250000.0,3500000.0,5000000.0,8500000.0,7000000.0,10000000.0,"Jl Dr Mohammad Hatta No 687-B Sukaraya  Baturaja  Sumatera Selatan  Indonesia 32, KABUPATEN OGAN KOMERING ULU",SUMATERA SELATAN,BAIK,-,pddikti-869,-,banpt-618
STMIK KHARISMA MAKASSAR,754,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.kharisma.ac.id"", ""email"": ""stmik@kharisma.ac.id"", ""phone"": ""0411-871-555 / 0411-870-098""}",-,4250000.0,2500000.0,6000000.0,8500000.0,5000000.0,12000000.0,"Jalan Baji Ateka No 20, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-1773,-,banpt-3137
UNIVERSITAS SINDANG KASIH MAJALENGKA,755,SWASTA,-,-1.0,-1.0,"{""website"": ""uskm.ac.id"", ""email"": ""info@uskm.ac.id"", ""phone"": ""3602018 / 3602018""}",-,4250000.0,4000000.0,4500000.0,8500000.0,8000000.0,9000000.0,KABUPATEN MAJALENGKA,JAWA BARAT,BAIK,-,pddikti-1147,-,banpt-826
UNIVERSITAS TUNAS PEMBANGUNAN SURAKARTA,756,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.utp.ac.id/"", ""email"": ""humas@utp.ac.id"", ""phone"": ""0271-726278 / 0271-739048""}",-,4241500.0,423500.0,8059500.0,8483000.0,847000.0,16119000.0,"Jalan Balekambang Lor No 1 Manahan Banjarsari, KOTA SURAKARTA",JAWA TENGAH,BAIK SEKALI,-,pddikti-1620,-,banpt-1543
UNIVERSITAS WIRALODRA,757,SWASTA,https://rencanamu.id/cari-kampus/universitas-wiralodra,4947.0,4947.0,"{""website"": ""www.unwir.ac.id"", ""email"": ""unwir.im@gmail.com"", ""phone"": ""0234275946 / 0234275946""}",-,4240000.0,2080000.0,6400000.0,8480000.0,4160000.0,12800000.0,"Jalan Ir H Djuanda KM 3 Indramayu, KABUPATEN INDRAMAYU",JAWA BARAT,B,-,pddikti-2579,rencanamu-282,banpt-2329
UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN TIMUR,758,SWASTA,-,-1.0,-1.0,"{""website"": ""unukaltim.ac.id"", ""email"": ""admin@unukaltim.ac.id"", ""phone"": ""0541 4104842 / 0541 4104842""}",-,4240000.0,2400000.0,6080000.0,8480000.0,4800000.0,12160000.0,"Jl. KH. Harun Nafsi  Kel. Rapak Dalam  Samarinda, KOTA SAMARINDA",KALIMANTAN TIMUR,BAIK,-,pddikti-2084,-,banpt-2499
STMIK PAMITRAN,759,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stmikpamitran.ac.id"", ""email"": ""stmikkarawang2017@gmail.com"", ""phone"": ""082210985343 / 082121444219""}",-,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0,"Jalan Kertabumi No 12-B, KABUPATEN KARAWANG",JAWA BARAT,BAIK,-,pddikti-2041,-,banpt-1397
SEKOLAH TINGGI ILMU EKONOMI KALPATARU,760,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiekalpataru.ac.id"", ""email"": ""info@stiekalpataru.ac.id"", ""phone"": ""021-8762275 / 021-87916020""}",-,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0,"Komplek Graha Cibinong Blok A.1 NO. 8 - 11  Jl. Raya Jakarta Bogor KM 43 Cibinon, KABUPATEN BOGOR",JAWA BARAT,BAIK,-,pddikti-2415,-,banpt-1384
INSTITUT TEKNOLOGI BISNIS DAN BAHASA DIAN CIPTA CENDIKIA,761,SWASTA,-,-1.0,-1.0,"{""website"": ""dcc.ac.id"", ""email"": ""itba@dcc.ac.id"", ""phone"": ""0721250766 / 0721250766""}",-,4200000.0,4150000.0,4250000.0,8400000.0,8300000.0,8500000.0,KOTA BANDAR LAMPUNG,LAMPUNG,BAIK,-,pddikti-553,-,banpt-724
STIKES PERSADA HUSADA INDONESIA,762,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikesphi.ac.id"", ""email"": ""info@stikesphi.ac.id"", ""phone"": ""021-22813336 / 021-22813336""}",-,4200000.0,2400000.0,6000000.0,8400000.0,4800000.0,12000000.0,"Gd. Jatiwaringin Junction  Jl. Jatiwaringin Raya No. 24 Kav. 4-7  Cipinang Melayu, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,BAIK,-,pddikti-2066,-,banpt-2338
UNIVERSITAS INTERNASIONAL PAPUA,763,SWASTA,-,-1.0,-1.0,"{""website"": ""https://iup.ac.id"", ""email"": ""pr@iup.ac.id"", ""phone"": """"}",-,4200000.0,2400000.0,6000000.0,8400000.0,4800000.0,12000000.0,KOTA JAYAPURA,PAPUA,BAIK,-,pddikti-1442,-,banpt-1419
SEKOLAH TINGGI ILMU KESEHATAN FATIMA PAREPARE,764,SWASTA,-,-1.0,-1.0,"{""website"": ""fatimaparepare.ac.id"", ""email"": ""fatima.parepare28@gmail.com"", ""phone"": ""042122167 / 0""}",-,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0,KOTA PARE-PARE,SULAWESI SELATAN,BAIK,-,pddikti-1098,-,banpt-1530
UNIVERSITAS KALTARA,765,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unikaltar.ac.id"", ""email"": ""univ.kaltara@gmail.com"", ""phone"": ""0552-23190 / 0552-23190""}",-,4200000.0,2400000.0,6000000.0,8400000.0,4800000.0,12000000.0,"Jl. Sengkawit RT.023 Tanjung Selor  Kabupaten Bulungan Kalimantan Utara, KABUPATEN BULUNGAN",KALIMANTAN UTARA,BAIK SEKALI,-,pddikti-70,-,banpt-996
SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK WIRA BHAKTI,766,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stispolwb.ac.id"", ""email"": ""info@stispolwb.ac.id"", ""phone"": ""0361-235778 / 0361-235778""}",-,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0,"Jalan Cempaka No. 6 Denpasar, KOTA DENPASAR",BALI,BAIK,-,pddikti-2520,-,banpt-2719
STIKES PATRIA HUSADA,767,SWASTA,-,-1.0,-1.0,"{""website"": ""www.phb.ac.id"", ""email"": ""stikesphblitar@gmail.com"", ""phone"": ""0342-814086 / 0342-814086""}",-,4187500.0,2400000.0,5975000.0,8375000.0,4800000.0,11950000.0,"Jalan Sudanco Supriyadi 168 Blitar, KOTA BLITAR",JAWA TIMUR,BAIK,-,pddikti-960,-,banpt-67
UNIVERSITAS MERDEKA PASURUAN,768,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unmerpas.ac.id"", ""email"": ""unmerpas@gmail.com"", ""phone"": ""0343-413619 / 0343-420926""}",-,4185000.0,300000.0,8070000.0,8370000.0,600000.0,16140000.0,"Jalan Ir H Juanda No 68, KOTA PASURUAN",JAWA TIMUR,BAIK,-,pddikti-1490,-,banpt-691
UNIVERSITAS KUTAI KARTANEGARA TENGGARONG,769,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unikarta.ac.id"", ""email"": ""info@unikarta.ac.id"", ""phone"": ""0541-661821  661822 / 0541-661821""}",-,4177500.0,2400000.0,5955000.0,8355000.0,4800000.0,11910000.0,"Jalan Gunung Kombeng No 27, KABUPATEN KUTAI KARTANEGARA",KALIMANTAN TIMUR,BAIK SEKALI,-,pddikti-1143,-,banpt-3631
UNIVERSITAS VETERAN BANGUN NUSANTARA,770,SWASTA,-,-1.0,-1.0,"{""website"": ""univetbantara.ac.id"", ""email"": ""bpsi.univetbantara@gmail.com"", ""phone"": ""0271 593156 / 0271 591065""}",-,4175000.0,350000.0,8000000.0,8350000.0,700000.0,16000000.0,"Jl Letjen Sujono Humardani No 1 Jombor, KABUPATEN SUKOHARJO",JAWA TENGAH,BAIK SEKALI,-,pddikti-2454,-,banpt-337
UNIVERSITAS DHARMA ANDALAS,771,SWASTA,-,-1.0,-1.0,"{""website"": ""web.unidha.ac.id"", ""email"": ""puskom@unidha.ac.id"", ""phone"": ""0751-37-135 / 0751-37-135""}",-,4150000.0,600000.0,7700000.0,8300000.0,1200000.0,15400000.0,"Jalan Sawahan No. 103 A  Simpang Haru, KOTA PADANG",SUMATERA BARAT,BAIK SEKALI,-,pddikti-1071,-,banpt-185
