quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
190,INSTITUT PERTANIAN BOGOR,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-pertanian-bogor,Rp2.400.000-Rp12.000.000 per semester,32451.0,1363.0,"{""website"": ""www.ipb.ac.id"", ""email"": ""ask@apps.ipb.ac.id"", ""phone"": ""0251-8622642 Ext. 100""}","Tahukah Quipperian bahwa Institut Pertanian Bogor  dulunya merupakan Fakultas Pertanian Universitas Indonesia? Ya, fakultas tersebut memisahkan diri pada 1 September 1963 dan berganti nama menjadi IPB. Kini, IPB menjadi perguruan tinggi berbasis riset kelas dunia dengan kompetensi utama pertanian tropika dan biosains serta berkarakter kewirausahaan dengan koleksi prestasi dan juga keunggulan yang nggak perlu diragukan lagi.",{}
191,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-manufaktur-negeri-bangka-belitung,Rp0-Rp6.000.000 per semester,1136.0,62.0,"{""website"": ""www.polman-babel.ac.id"", ""email"": ""polman@polman-babel.ac.id"", ""phone"": ""0717-93586""}","Politeknik Manufaktur Negeri Bangka Belitung  bermula dari Politeknik Manufaktur Timah, sebuah institusi pendidikan tinggi yang didirikan oleh PT. Timah, Tbk. di tahun 1994 sebagai bentuk sumbangsih di bidang pendidikan. Polman Babel telah berkiprah selama hampir dua puluh tahun dan meluluskan lebih dari 1400 alumni yang telah terserap ke berbagai sektor pekerjaan, mulai dari industri nasional, perusahaan multinasional dan internasional, hingga sektor usaha mandiri atau wirausaha.",{}
192,POLITEKNIK NEGERI MALANG,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-negeri-malang,Rp6.000.000 kisaran per-semester,10346.0,402.0,"{""website"": ""www.polinema.ac.id"", ""email"": ""cs@polinema.ac.id"", ""phone"": ""0341-404424, 404425""}","Quipperian, Politeknik Negeri Malang  awalnya bernama Program Pendidikan Diploma Bidang Teknik, Universitas Brawijaya. Polinema dibuka berdasarkan Surat Keputusan Dirjen DIKTI, MENDIKBUD No.03/DJ/Kep/1979 yang didirikan oleh Pemerintah Indonesia melalui dana Bank Dunia. Pada tahun 1982, Polinema hanya membuka empat jurusan yakni Teknik Elektronika, Teknik Listrik, Teknik Mesin, dan Teknik Sipil.",{}
193,UNIVERSITAS RIAU,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-riau,Rp3.500.000 ​kisaran​ ​​per-semester,35358.0,2244.0,"{""website"": ""www.unri.ac.id"", ""email"": ""rektor@unri.ac.id"", ""phone"": ""0761-63266""}","Mengusung visi “Menjadi Universitas Riset Unggul Bermartabat di Bidang Riset dan Teknologi di Kawasan Asia tenggara tahun 2035”, Universitas Riau terus memperkuat resources dan terus mengembangkan berbagai inovasi. Para tenaga pengajar di tiap jurusan, terutama di bidang sains dan teknologi bersinergi, mengembangkan inovasi berbasis science melalui pengajaran dan juga riset. Selain itu, kampus ini juga menyediakan lebih dari 100 laboratorium sebagai wadah bagi mahasiswa dalam mengambangkan kemampuan di bidang teknologi.",{}
194,POLITEKNIK NEGERI INDRAMAYU,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-negeri-indramayu,Rp500.000-Rp5.000.000 per semester,1629.0,77.0,"{""website"": ""www.polindra.ac.id"", ""email"": ""info@polindra.ac.id"", ""phone"": ""0234-5746464""}","Jika Quipperian mempertimbangkan untuk kuliah vokasi di wilayah Indramayu, Politeknik Negeri Indramayu  bisa kamu jadikan pilihan lho. Pada 6 Oktober 2014, politeknik ini mengalami perubahan status dari Perguruan Tinggi Swasta  menjadi Perguruan Tinggi Negeri  yang diresmikan oleh Dr. Susilo Bambang Yudhoyono selaku Presiden Republik Indonesia yang menjabat saat itu. Pasca beralih bentuk menjadi PTN, Polindra gencar menambahkan beberapa program studi baru. Kini, Polindra menyediakan tujuh pilihan program studi yang tergabung ke dalam empat jurusan, yakni Teknik Mesin, Teknik Pendingin dan Tata Udara, Teknik Informatika, dan Keperawatan.",{}
195,UNIVERSITAS ISLAM NEGERI AR-RANIRY BANDA ACEH,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-islam-negeri-ar-raniry-banda-aceh,Rp2.100.000 kisaran per-semester,26451.0,481.0,"{""website"": ""www.ar-raniry.ac.id"", ""email"": ""uin@ar-raniry.ac.id"", ""phone"": ""0651-7557321""}","Mau tahu kampus yang jadi Jantong Hate atau Jantung Hati masyarakat Aceh? Jawabannya, Universitas Islam Negeri  Ar-Raniry. Dulunya kampus ini bernama Institut Agama Islam Negeri Ar-Raniry dan hanya memiliki Fakultas Syariah serta Fakultas Tarbiyah.  Melalui Perpres no.64 tahun 2013, statusnya ditetapkan menjadi Universitas Islam Negeri. Kampus yang memiliki visi menjadi universitas yang unggul dalam pengembangan dan pengintegrasian ilmu keislaman, sains, teknologi dan seni, sekarang telah menyelenggarakan pendidikan pada tingkat tinggi selama setengah abad.",{}
197,UNIVERSITAS TRUNOJOYO,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-trunojoyo,Rp2.000.000 kisaran per-semester,3425.0,447.0,"{""website"": ""www.trunojoyo.ac.id"", ""email"": ""humas@trunojoyo.ac.id"", ""phone"": ""031-3011146""}","Quipperian, kalian harus tahu bahwa Universitas Trunojoyo merupakan satu-satunya perguruan tinggi negeri yang dimiliki oleh masyarakat Pulau Madura. Sebagai perguruan tinggi negeri, Universitas Trunojoyo dilengkapi dengan berbagai macam fasilitas akademik. Perguruan tinggi ini juga berhasil mencetak alumni-alumni yang keren, lho! Bahkan ada yang berhasil mendapatkan beasiswa LPDP ke Amerika Serikat. Kamu tertarik mengikuti jejaknya? Simak informasi di bawah ini!",{}
198,UNIVERSITAS MALIKUSSALEH,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-malikussaleh,Rp5.000.000 kisaran per-semester,9238.0,457.0,"{""website"": ""www.unimal.ac.id"", ""email"": ""info@unimal.ac.id"", ""phone"": ""0645-41373""}","Pendirian Universitas Malikussaleh  adalah bagian dari upaya masyarakat Aceh dalam penyelesaian konflik berkepanjangan yang terjadi di Aceh. Peningkatan kualitas Sumber Daya Manusia melalui pendidikan, diharapkan dapat menjembatani para pemangku kepentingan untuk pencegahan konflik kepentingan di masa depan. Unimal terkenal dengan julukannya, The Blessing University. Julukan ini diberikan berkat komitmen kampus menjalankan prinsip-prinsip kemanusiaan yang universal, berdasarkan nilai-nilai kearifan lokal, dan Syariat Islam.",{}
199,UNIVERSITAS UDAYANA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-udayana,Rp4.000.000 kisaran per-semester,16658.0,1615.0,"{""website"": ""www.unud.ac.id"", ""email"": ""info@unud.ac.id"", ""phone"": ""0361-701954""}","Sebagai lembaga pendidikan yang berlokasi di salah satu destinasi wisata terbesar di Indonesia, Universitas Udayana memiliki peran dalam pemeliharaan dan pengelolaan lingkungan hidup di Bali. Salah satu kontribusi yang diberikan kampus ini ialah Peluncuran Peta Pengelolaan Sampah. Program tersebut merupakan kerja sama antara Universitas Udayana dan SYSTEMIQ, serta dukungan dari Kementerian Luar Negeri Norwegia yang bertujuan untuk mengelola sampah melalui basis data yang berbentuk sebuah platform.",{}
200,UNIVERSITAS CENDERAWASIH,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-cenderawasih,Rp5.000.000 kisaran per-semester,29902.0,617.0,"{""website"": ""www.unicen.ac.id"", ""email"": ""humas@unicen.ac.id"", ""phone"": ""0967-572104; 0967-572108""}","Quipperian, berdirinya Universitas Cenderawasih  di kota Jayapura menjadi langkah awal berkembangnya pendidikan tinggi di wilayah Provinsi Papua dan Papua Barat. Sebagai universitas negeri tertua, Uncen berhasil mencetak lulusan-lulusan yang terbukti mampu berkontribusi dalam berbagai bidang. Di antara lulusan tersebut, terdapat nama-nama besar seperti Jacob Salossa, Mantan Gubernur Provinsi Papua, dan Yohana Yembise, yang saat ini masih menjabat sebagai Menteri Pemberdayaan Perempuan dan Perlindungan Anak dalam Kabinet Kerja.",{}
201,SEKOLAH TINGGI ILMU KESEHATAN MAHARDIKA CIREBON,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-mahardika-cirebon,Rp5.850.000 per semester,866.0,50.0,"{""website"": ""mahardika.ac.id"", ""email"": ""akademik@mahardika.ac.id"", ""phone"": ""0231-488123""}","Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon didirikan oleh Yayasan Pengembangan Ilmu Mahardika  pada tanggal 14 Agustus 2002. Berdirinya kampus ini sesuai dengan dinamika laju pertumbuhan dan perkembangan sebuah daerah, serta kebutuhan nyata akan peningkatan Indeks Pembangunan Manusia  yang ditekankan pada tiga domain, yaitu pendidikan, kesehatan dan ekonomi.",{}
202,UNIVERSITAS NEGERI PADANG,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-padang,Rp2.500.000 kisaran per-semester,28726.0,931.0,"{""website"": ""www.unp.ac.id"", ""email"": ""humas@unp.ac.id"", ""phone"": ""0751-7053902""}","“Alam Takambang Jadi Guru"", menjadi motto kampus yang berada di kota Padang, Sumatera Barat ini. Motto tersebut memiliki makna bahwa sivitas akademika Universitas Negeri Padang  selalu responsif dan proaktif terhadap lingkungannya. Salah satu bukti implementasi UNP terhadap motto tersebut adalah pencapaian kampus ini menjadi 50 Perguruan Tinggi Negeri  terbaik Indonesia versi Webometrics pada tahun 2022.",{}
203,POLITEKNIK NEGERI KETAPANG,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-negeri-ketapang,Rp500.000-Rp2.000.000 per semester,1458.0,77.0,"{""website"": ""www.politap.ac.id"", ""email"": ""pmb@politap.ac.id"", ""phone"": ""0534-3030686""}","Politeknik Negeri Ketapang atau Politap adalah satu-satunya perguruan tinggi negeri di Kabupaten Ketapang, Kalimantan Barat. Kampus ini dirintis oleh Pemerintah Kabupaten Ketapang dan Yayasan Pangeran Iranata Ketapang pada tanggal 12 Februari 2006 dan mulai beroperasi pada Tahun Akademik 2008/2009. Sebagai institusi pendidikan tinggi kepoliteknikan, Politap memiliki kurikulum yang dirancang sesuai dengan tuntutan tenaga kerja industri dengan proporsi pembelajaran praktikum lebih besar daripada teori. Dengan memperhatikan dinamika perubahan industri, Politap senantiasa mewajibkan mahasiswa untuk mengikuti praktik kerja industri yang dilaksanakan di lingkungan industri daerah Ketapang sebagai persiapan untuk terjun ke dunia kerja. Tertarik bergabung di kampus ini? Yuk, cek profil lengkapnya!",{}
204,UNIVERSITAS TANJUNGPURA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-tanjungpura,Rp2.500.000 kisaran per-semester,30687.0,1432.0,"{""website"": ""www.untan.ac.id"", ""email"": ""untan_59@untan.ac.id"", ""phone"": ""0561-739637""}","Universitas Tanjungpura yang berdiri pada 20 Mei 1959 ini, memiliki visi menjadi institusi preservasi dan pusat informasi ilmiah Kalimantan Barat yang keberadaannya diharapkan mampu mencetak generasi muda, khususnya masyarakat Kalimantan Barat yang ahli di bidang teknologi dan mampu berkompetisi baik di tingkat daerah, nasional, maupun internasional. 
Salah satu upaya untuk mencapai visi tersebut dan juga meningkatkan kualitas pendidikan di lingkungan kampus, Universitas Tanjungpura melakukan kerja sama dengan beberapa kampus di luar negeri, seperti University Of Mindanao di Filipina, The University Of Groningen di Belanda, dan Department of Geography, College of Arts and Sciences, University of Oregon. Kerjasama tersebut terkait pengembangan kurikulum, pertukaran pelajar, dan penelitian. 
Wah, perkembangan yang pesat ya, Quipperian!",{}
205,INSTITUT AGAMA ISLAM NEGERI PALANGKA RAYA,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-islam-negeri-palangka-raya,Rp400.000-Rp2.357.000 per semester,7038.0,188.0,"{""website"": ""www.iain-palangkaraya.ac.id"", ""email"": ""info@iain-palangkaraya.ac.id"", ""phone"": ""0536-3221105""}","Cikal bakal Institut Agama Islam Negeri  Palangka Raya adalah sebuah lembaga bernama Fakultas Tarbiyah Al-Jami'ah Palangka Raya yang diresmikan Rektor IAIN Antasari Banjarmasin, H. Mastur Jahri, MA pada tahun 1972. Fakultas ini didirikan sebagai upaya memenuhi kebutuhan tenaga guru agama Islam di Kalimantan Tengah. Kemudian untuk lebih mengembangkan lembaga pendidikan Islam ini, Fakultas Tarbiyah IAIN Antasari Palangka Raya berubah status menjadi Sekolah Tinggi Agama Islam Negeri Palangka Raya pada tahun 1997. Perubahan status tersebut memberikan peluang bagi lembaga untuk menerapkan manajemen sendiri serta mengembangkan kelembagaan, jurusan, dan program studi sesuai dengan kebutuhan dan perkembangan zaman. Barulah di tahun 2014, kampus ini resmi mengalami perubahan bentuk menjadi IAIN Palangka Raya.",{}
206,POLITEKNIK NEGERI MEDIA KREATIF MAKASSAR,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-negeri-media-kreatif-makassar,Rp4.500.000 per semester,247.0,23.0,"{""website"": ""www.polimedia.ac.id"", ""email"": ""humas@polimedia.ac.id"", ""phone"": "" 585854""}","Politeknik Negeri Media Kreatif  merupakan hasil revitalisasi Pusat Grafika Indonesia  pada tahun 2008. Kampus utama Polimedia berada di Jakarta Selatan. Namun, untuk memenuhi kebutuhan bidang industri kreatif di kawasan barat dan timur Indonesia, sejak 2011 Polimedia membuka Program Studi di Luar Kampus Utama  di Medan dan Makassar. Polimedia Makassar menyediakan empat program studi yang terdiri atas D3 Periklanan, D3 Penerbitan, D3 Teknik Grafika, dan D3 Desain Grafis.",{}
207,INSTITUT AGAMA ISLAM NEGERI SULTAN AMAI GORONTALO,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-islam-negeri-sultan-amai-gorontalo,Rp1.200.000 kisaran per-semester,2647.0,137.0,"{""website"": ""www.iaingorontalo.ac.id"", ""email"": ""info@iaingorontalo.ac.id"", ""phone"": ""0435-827242""}","Dalam rangka berkomitmen untuk memajukan pendidikan tinggi pada umumnya dan menyebarluaskan pendidikan agama Islam di Gorontalo pada khususnya, para tokoh agama, tokoh masyarakat, dan pemerintah daerah Gorontalo kala itu sepakat untuk mendirikan perguruan tinggi agama Islam. Setelah berkiprah dalam pendidikan tinggi agama Islam sejak 1969, tentu kualitas IAIN Sultan Amai Gorontalo tak perlu dipertanyakan lagi ya, Quipperian.",{}
208,INSTITUT PEMERINTAHAN DALAM NEGERI,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-pemerintahan-dalam-negeri,Gratis,-1.0,190.0,"{""website"": ""www.ipdn.ac.id"", ""email"": ""cs.ipdn@ipdn.id"", ""phone"": ""022-7798252""}","Institut Pemerintahan Dalam Negeri  adalah sebuah lembaga pendidikan tinggi milik pemerintah yang bergerak di bidang kepamongprajaan yang bertujuan menghasilkan kader pemerintahan yang berkompetensi, berkarakter, dan berkepribadian. Institut Pemerintahan Dalam Negeri menyelenggarakan program pendidikan meliputi program Diploma IV. Sarjana, Pascasarjana dan Program Profesi Kepamongprajaan. Kampus ini mengklasifikasikan peserta didik menjadi dua, yaitu Praja dan Mahasiswa.",{}
209,INSTITUT TEKNOLOGI DAN SAINS MANDALA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-teknologi-dan-sains-mandala,Rp2.700.000-Rp6.000.000 per semester,1772.0,44.0,"{""website"": ""www.itsm.ac.id"", ""email"": ""itsmandala@itsm.ac.id"", ""phone"": ""0331-321304""}","Institut Teknologi dan Sains  Mandala adalah bentuk tranformasi dari Sekolah Tinggi Ilmu Ekonomi Mandala yang diresmikan sejak Juli 2022. Seiring dengan peralihan bentuk menjadi institut, ITS Mandala berupaya meningkatkan pengembangan dalam proses pembelajaran berbasis teknologi informasi melalui akses global dan e-learning, penyeimbangan hard skill dan soft skill mahasiswa melalui proses pembelajaran yang berorientasi pada students centered learning, penyediaan sarana dan prasarana lengkap, serta peningkatan kemampuan entrepreneur bagi mahasiswa.",{}
210,UNIVERSITAS NEGERI SURABAYA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-surabaya,Rp6.000.000 kisaran per-semester,23570.0,948.0,"{""website"": ""www.unesa.ac.id"", ""email"": ""info@unesa.ac.id"", ""phone"": ""031-99423002""}","Pasca-konversi pada 12 Oktober 1998, Universitas Negeri Surabaya  tidak hanya menyelenggarakan program studi kependidikan, tetapi juga non-kependidikan. UNESA menduduki peringkat ke-8 dengan kualitas pendidikan terbaik di Indonesia dalam THE SDGs Impact Rankings 2022 yang dirilis Times Higher Education  pada akhir April 2022. Dalam pemeringkatan tersebut juga, UNESA menduduki ranking 401-600 dari 1.180 institusi dunia. Selain meningkatkan kualitas mutu pendidikan bagi para mahasiswa, UNESA juga fokus dalam berkontribusi melayani masyarakat secara luas, lho!",{}
212,UNIVERSITAS SUMATERA UTARA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-sumatera-utara,Rp3.000.000 kisaran per-semester,49091.0,2278.0,"{""website"": ""www.usu.ac.id"", ""email"": ""ppt@usu.ac.id"", ""phone"": ""061-8211633""}","Universitas Sumatera Utara memiliki agenda besar dengan mengusung visi menjadi “World Class University”. Segala program dipersiapkan dengan matang dalam mencapai target tersebut. Berbagai program yang dirancang antara lain yaitu “EXIST Program” , yang bertujuan agar para lulusan USU dapat bersaing di tengah persaingan global pada era Revolusi Industri 4.0.",{}
214,UNIVERSITAS NEGERI MAKASSAR,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-makassar,Rp2.500.000 kisaran per-semester,23494.0,881.0,"{""website"": ""www.unm.ac.id"", ""email"": ""info@unm.ac.id, humas@unm.ac.id"", ""phone"": ""0411-865677""}","Pada awalnya, kampus ini bernama IKIP Ujung Pandang sebagai Lembaga Pendidikan Tenaga Kependidikan . Selama lebih dari 30 tahun menyelenggarakan pendidikan tinggi, IKIP Ujung Pandang saat ini berstatus Universitas dengan nama Universitas Negeri Makassar  berdasarkan SK Presiden Republik Indonesia No. 93 Tahun 1999 tanggal 4 Agustus 1999. Saat ini, UNM menyediakan sembilan fakultas dengan 62 jurusan pada jenjang Diploma dan Sarjana, serta program Pascasarjana dengan 26 jurusan pada jenjang Magister dan Doktor.",{}
215,UNIVERSITAS SYIAH KUALA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-syiah-kuala,Rp5.000.000 kisaran per-semester,22733.0,1489.0,"{""website"": ""www.unsyiah.ac.id"", ""email"": ""humas@unsyiah.ac.id"", ""phone"": ""0651-7553205, 7553248, 7554394, 7554395, 7554396, 7554398, 6303969""}",Universitas Syiah Kuala  berdiri sejak tahun 1961. Kampus yang dijuluki “Jantong Hatee Rakyat Aceh” ini merupakan universitas terbesar dan tertua di Banda Aceh. Suasana kampus yang bernuansa syariah menjadi daya tarik bagi para mahasiswa untuk menuntut ilmu pengetahuan sekaligus mengenal dan mendalami syariat Islam.,{}
216,UNIVERSITAS SRIWIJAYA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-sriwijaya,Rp3.000.000 kisaran per-semester,28410.0,1283.0,"{""website"": ""www.unsri.ac.id"", ""email"": ""humas@unsri.ac.id"", ""phone"": ""0711-580169""}","Pada tahun 2021, Universitas Sriwijaya  meraih peringkat ke-36 perguruan tinggi terbaik di Indonesia versi Kemenristekdikti. Nggak hanya dari dalam negeri, kampus yang berada di kota Palembang ini juga meraih peringkat ke-15 sebagai Universitas terbaik di Indonesia versi Webometrics Ranking of World Universities 2022.",{}
217,UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN JAKARTA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-pembangunan-nasional-veteran-jakarta,Rp5.500.000 kisaran per-semester,7421.0,643.0,"{""website"": ""www.upnvj.ac.id"", ""email"": ""upnvj@upnvj.ac.id"", ""phone"": ""021-7656971 / fax 021-7656904""}","Universitas Pembangunan Nasional Veteran Jakarta atau yang dikenal dengan UPN Veteran Jakarta ini memang baru sekitar 6 tahun beralih status menjadi Perguruan Tinggi Negeri. Namun, UPN Veteran Jakarta  pada dasarnya sudah eksis sejak tahun 1977 lho! Dahulu, UPN Veteran Jakarta merupakan perguruan tinggi kedinasan yang operasionalnya berada di bawah Kementerian Pertahanan dan kemudian berafiliasi dengan yayasan terkait kementerian tersebut dan akhirnya menjadi sebuah PTN. Ada banyak banget keunggulan dari kampus Bela Negara ini yang bisa menjadi acuan kamu untuk melanjutkan pendidikan di bangku kuliah nanti.",{}
